ID,質問日時,カテゴリ,投稿者名,経過時間,回答数,閲覧数,回答難易度,共感数,回答リアクション総数,注目度,回答競争率,注目/競争比,ランキングポテンシャル,受付終了まで,URL,本文冒頭,マイフラグ,ベストアンサーフラグ
1,2026/1/24 7:39,飲食店,ツインレイ,6時間10分,3,16,5.3,0,2,0.043,18.75,0.0,0.61,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324614475,はま寿司 土曜は１０時から開いてますか？,0,0
2,2026/1/24 7:39,政治、社会問題,笑顔の王,6時間11分,0,9,9.0,1,0,0.024,0.0,0.0,0.29,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324614474,経済に詳しい方々に質問です。 リフレ派にネトウヨ系が多いとされるのはどうしてですか？ 上念司も？ 田中秀臣も？ 藤井聡も？ 高橋洋一も？ 須田慎一郎も？,0,0
3,2026/1/24 7:38,ペット,チヌマ エリカ,6時間12分,0,2,2.0,0,0,0.005,0.0,0.0,0.01,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324614473,犬の炎症性疾患でCRPが高値のまま推移しているにもかかわらず、抗菌薬が無効と判断される理由は何ですか？,0,0
5,2026/1/24 7:38,大学受験,a768326c3,6時間12分,1,55,55.0,0,0,0.148,1.82,0.08,0.28,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324614470,明日河合塾の全統模試を受ける高二です。 明日の受験場所と受験番号がわからなくて助けて下さい。どこで確認できますか？ お金もしっかり払ってます。,0,0
6,2026/1/24 7:38,ペット,c3b24ac94,6時間12分,0,1,1.0,0,0,0.003,0.0,0.0,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324614469,犬の慢性肝疾患で胆汁酸試験が正常でも、門脈体循環シャントを否定できない理由は何ですか？,0,0
7,2026/1/24 7:38,アニメ,、,6時間12分,0,21,21.0,0,0,0.056,0.0,0.0,0.06,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324614468,呪術廻戦のアニメ、もう正直漫画とは別物として見るのが楽しみと考えるべきだと思います。 海外は置いといて 流石にマッパ側もわかりやすくしようと思えば天元のパワポみたいにできるのに、それをしないと言うこと...,0,0
8,2026/1/24 7:38,ネコ,匿名,6時間12分,0,15,15.0,1,0,0.04,0.0,0.0,0.31,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324614467,分離不安症の猫の対策について！ 閲覧いただきありがとうございます！ 私は一昨年の10月頃に近所のゴミ捨て場に捨てられていた成猫の女の子(当時4歳)を保護して今も飼育しています そして2年経ち実家から猫...,0,0
9,2026/1/24 7:38,数学,☆☆☆☆☆☆☆☆☆☆,6時間12分,2,22,11.0,0,0,0.059,9.09,0.01,0.33,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324614465,４４３は、素数である。〇か✕どっち？,0,0
10,2026/1/24 7:38,病気、症状,sy2********,6時間12分,2,27,13.5,0,0,0.072,7.41,0.01,0.34,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324614466,カンピロバクター腸炎について 1/21（水）の深夜に、飲食店で鳥刺し（ささみ、レバ刺し、砂肝？）を食べました。 1/23（金）は空腹感はあり食事は出来ますが 朝から胃もたれ、若干の倦怠感が1日続きまし...,0,0
11,2026/1/24 7:38,政治、社会問題,20251227/1007,6時間12分,0,2,2.0,0,0,0.005,0.0,0.0,0.01,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324614464,公共工事の減少と自民党の支持率低下は 相関関係がありますか？,0,0
12,2026/1/24 7:38,DIY,gog********,6時間12分,2,77,38.5,1,0,0.207,2.6,0.08,0.74,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324614463,DIYの得意な人に質問です。 すいません、古い網戸の部品を交換しようと思いましたが、部品名称がわかりません。ホームセンターに行ってもそれらしい部品はありませんでした。この合わせ部分のブラシがついてる部...,0,0
13,2026/1/24 7:38,トレーディングカード,1049805142,6時間12分,2,17,8.5,0,0,0.046,11.76,0.0,0.31,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324614462,皆さんの意見をお願い致します。 デュエマのデッキ編成について質問です。白緑巨大天門を使っているのですが、黒緑ゼニス対面で勝てません。 ワスプメリサの除去手段がハーデスくらいしかなく、それもパーフェクト...,0,0
14,2026/1/24 7:38,ペット,エリカ,6時間12分,0,0,0.0,0,0,0.0,0.0,0.0,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324614461,犬の糖尿病治療中にフルクトサミンが改善しているのに、多飲多尿が続く理由は何ですか？,0,0
15,2026/1/24 7:37,iPhone,そら,6時間13分,0,4,4.0,1,0,0.011,0.0,0.0,0.28,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324614460,ハロースイートデイズというアプリです。新規で始めようとすると突然写真のような表記が出てアプリ自体ここから動かないのですがどうしたらいいのでしょうか？ アプリ側の不具合なのかそれともこちら側の問題なのか...,0,0
16,2026/1/24 7:37,文房具,hik********,6時間13分,1,22,22.0,0,0,0.059,4.55,0.01,0.19,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324614459,仕事用の持ち物に目印をつけておきたい時、みなさんどうされていますか？ ボールペンやその他の事務用品がなくなっても帰ってくるように、目印としてマスキングテープを貼っているのですが、時間が経つとマステが弱...,0,0
17,2026/1/24 7:37,事件、事故,tak********,6時間13分,1,23,23.0,0,0,0.062,4.35,0.01,0.19,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324614458,大阪府警が大量に処分されたけど、犯人に相当な暴行を加えたのでしょうか？,0,0
18,2026/1/24 7:37,楽器全般,1152232212,6時間13分,0,6,6.0,0,0,0.016,0.0,0.0,0.02,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324614457,コントラバスのの弓のフェルールは少し力が加わっただけで外れるものですか？,0,0
