ID,質問日時,カテゴリ,投稿者名,経過時間,回答数,閲覧数,回答難易度,共感数,回答リアクション総数,注目度,回答競争率,注目/競争比,ランキングポテンシャル,受付終了まで,URL,本文冒頭,マイフラグ,ベストアンサーフラグ
1,2026/1/26 19:55,生き方、人生相談,1149822363,5時間4分,2,13,6.5,0,0,0.043,15.38,0.0,0.37,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324706367,刺激的なことをしてみたいです！ 危なくないことで！ 何があるでしょうか？？,0,0
2,2026/1/26 19:55,フィギュアスケート,mar********,5時間4分,0,11,11.0,0,0,0.036,0.0,0.0,0.04,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324706366,今シーズンのゆなすみのフリーの楽曲についてです。ツリー・オブ・ライフと紹介されますが、一番最後のコレオの時の音楽はピアノレッスンですか？ 坂本花織選手がピアノレッスンを使用してた時あの曲が入ってた気が...,0,0
3,2026/1/26 19:55,格闘技、武術全般,コスモスライム,5時間4分,2,1,0.5,0,4,0.003,200.0,0.0,0.72,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324706365,試合をしない武術がオカルティズムに陥りがちなのは何故でしょうか？,0,0
4,2026/1/26 19:55,貯金,1252851824,5時間4分,2,37,18.5,0,0,0.121,5.41,0.02,0.45,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324706364,ゆうちょで日本国債を買って利子を３回受け取って解約したら 元本割れしますか？,0,0
5,2026/1/26 19:55,大学受験,.,5時間5分,2,10,5.0,0,0,0.033,20.0,0.0,0.36,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324706363,超入門英文解釈の技術60がよくわかりません。 例題や演習問題の文章の文構造や訳はわかるのですが、そのページにある解説を読んでもまったく意味がわからないしなんとか理解できても頭に入らず困っています。 も...,0,0
6,2026/1/26 19:55,メイク、コスメ,1152126600,5時間5分,1,17,17.0,0,0,0.056,5.88,0.01,0.22,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324706362,まつ毛をあげないメイクってどう思いますか？ 奥二重なのですが、目頭から目の中央より少し外側にかけてはほぼ一重です。画像みたいに角度が急で瞼に脂肪はないですが皮が目頭に被っちゃってる感じです。盛り耐性な...,0,0
7,2026/1/26 19:55,家族関係の悩み,bf175d1aa,5時間5分,3,70,23.3,0,6,0.229,4.29,0.05,1.31,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324706361,家族が嫌いです。もちろん世話にはなっているので感謝はしていますし、普段は仲も良いです。 家族構成は父、母、姉、私の4人です。私は現在中学生で、姉は高校生です。 1番嫌いな姉についてですが、幼稚で頭も悪...,0,0
8,2026/1/26 19:55,恋愛相談、人間関係の悩み,！？,5時間5分,0,9,9.0,1,0,0.029,0.0,0.0,0.36,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324706358,後輩の女子にいじられたらどう思います？,0,0
9,2026/1/26 19:55,職場の悩み,1152892524,5時間5分,1,18,18.0,0,0,0.059,5.56,0.01,0.22,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324706360,社長が引き抜いてきた社員に窓口をさせて、私は窓口に立たせてもらえなく、裏で雑用係です。 引き抜いてきた社員の人は窓口をしてもらう条件で入社したと思います。 私は、買い出ししたり、電話を取ったり、雑用係...,0,0
10,2026/1/26 19:55,恋愛相談、人間関係の悩み,***,5時間5分,4,37,9.2,0,1,0.121,10.81,0.01,0.87,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324706359,結婚につながる彼氏と結婚しない彼氏って付き合ってて違いますか？,0,0
