ID,質問日時,カテゴリ,投稿者名,経過時間,回答数,閲覧数,回答難易度,共感数,回答リアクション総数,注目度,回答競争率,注目/競争比,ランキングポテンシャル,受付終了まで,URL,本文冒頭,マイフラグ,ベストアンサーフラグ
1,2026/1/29 7:57,就職活動,b793cf6ea,7時間1分,4,44,11.0,0,2,0.104,9.09,0.01,0.72,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324788048,27卒です。 大手・準大手企業は、インターンに参加していないと本選考のみで内定をもらうのは厳しいのでしょうか？ 出遅れてしまい不安に感じています。経験談などあれば教えていただきたいです。,0,0
2,2026/1/29 7:57,スマートフォン,bd6555dbd,7時間2分,3,21,7.0,0,1,0.05,14.29,0.0,0.48,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324788047,今メインで使ってるスマホは外でも使えるのですが、別端末だけを持ち運びたいのでそっちを外でも使えるよつにして、メインで使ってるスマホは家のみで使うようにしたいです。（4ヶ月のみ） 4ヶ月後にはメインで使...,0,0
3,2026/1/29 7:57,生き方、人生相談,こいのぼり,7時間2分,1,10,10.0,0,0,0.024,10.0,0.0,0.14,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324788046,最近では年明け早々値上げなどで厳しい状況が続きますが、あなたはこの一年をどのようにして乗り切ろうと考えていますか？ 私は3月までは旅行を辞めてなるべく仕事をすることを決め、それから心境の変化を感じてか...,0,0
4,2026/1/29 7:57,インフルエンザ,♪ヽ(´▽｀)/,7時間2分,3,44,14.7,0,0,0.104,6.82,0.02,0.46,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324788045,高2の息子です。先週土曜日から発熱し、月曜日に検査をしたらインフルAと言われました。 とりあえず1週間休みました。月曜日から学校に行き普通にしてましたが、水曜日の夜にまた熱っぽいと言われ体温計ったら３...,0,0
5,2026/1/29 7:57,生き方、人生相談,b1cfea54,7時間2分,1,13,13.0,0,0,0.031,7.69,0.0,0.15,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324788044,"鏡と現実が違いすぎます 反転してるからはわかるんふぇすが,見慣れてないとかではなく実際にブスになってるんです 反転機能を使って反転した鏡で見た自分と写真の現実の自分をAI顔面偏差値診断に読み込んでみた...",0,0
6,2026/1/29 7:57,うつ病,非公開,7時間2分,3,39,13.0,0,0,0.092,7.69,0.01,0.45,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324788043,抗不安薬って、適応障害、うつ病の人に処方されますか？ ブロマゼパムって薬です。,0,0
7,2026/1/29 7:57,メンズ全般,1252071989,7時間2分,2,16,8.0,0,1,0.038,12.5,0.0,0.34,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324788042,株式会社タックというサイトでゴッドサベージのダウンを買おうと思ってるんですけど詐欺ですか？ あとゴッドサベージのMを買おうと思ってて自分の身長が176cmで体重が69kgです。少しガタイがいいと思って...,0,0
8,2026/1/29 7:57,恋愛相談,1253112566,7時間2分,4,47,11.8,0,0,0.111,8.51,0.01,0.58,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324788041,167センチイケメン180センチフツメンどっちがモテる？,0,0
9,2026/1/29 7:57,スキー,o0k********,7時間2分,5,72,14.4,0,2,0.17,6.94,0.02,0.9,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324788040,インスタでよく流れてくるのですが、 雪に缶埋めて日やて飲酒してます。飲酒しながらスキーやスノボはゆるされてるんですか？,0,0
10,2026/1/29 7:57,園芸、ガーデニング,nao********,7時間2分,0,4,4.0,0,0,0.009,0.0,0.0,0.01,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324788038,カウシェ ファームの水やりについての質問です トマトを育てるのに、トータルでどれくらいの水が必要でしょうか？ 条件は肥料あり、成長速度2倍の場合とします,0,0
