ID,質問日時,カテゴリ,投稿者名,経過時間,回答数,閲覧数,回答難易度,共感数,回答リアクション総数,注目度,回答競争率,注目/競争比,ランキングポテンシャル,受付終了まで,URL,本文冒頭,マイフラグ,ベストアンサーフラグ
1,2026/2/1 19:56,携帯型ゲーム全般,さえ,4時間58分,1,17,17.0,0,2,0.057,5.88,0.01,0.42,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324907921,崩壊スターレイルについて質問です。 先日始めたばっかりの初心者です！おすすめ編成を教えてください！ 後サンデー引くつもりで30連分集めました間に合うと思いますか？,0,0
2,2026/2/1 19:56,卓球,c2ebd5434,4時間58分,0,14,14.0,0,0,0.047,0.0,0.0,0.05,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324907920,卓球部中学生です。 今ラザンターの45を使用していて、ドライブのしやすさを求めてラクザ7にしようと考えています。どのような使い心地なのかと、ラクザ7ソフトの差を教えて欲しいです。お願いします,0,0
3,2026/2/1 19:56,恋愛相談,bkf********,4時間58分,3,34,11.3,0,0,0.114,8.82,0.01,0.61,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324907919,これっきりこれっきりもうこれっきりですか？,0,0
4,2026/2/1 19:56,英語,1153030506,4時間58分,1,18,18.0,0,0,0.06,5.56,0.01,0.23,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324907917,画像の関係代名詞の問題が合ってるか確認をしてほしいです！また、下のチャレンジも教えてほしいです！,0,0
5,2026/2/1 19:56,大学受験,adf87fc2e,4時間58分,0,10,10.0,0,0,0.034,0.0,0.0,0.03,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324907916,関東圏で日本文化を学べる大学を探しています。日本文化といっても明治や大正の大衆文化や、生活について学びたいです。偏差値は55以下くらいの所ってないですか？,0,0
6,2026/2/1 19:56,恋愛相談、人間関係の悩み,********,4時間58分,4,18,4.5,0,0,0.06,22.22,0.0,0.73,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324907915,28歳女ですが、彼氏と一緒にいたいから付き合っています 結婚するために付き合ってるわけじゃないのですがおかしいですか？,0,0
7,2026/2/1 19:56,話題の人物,ID 非公開,4時間58分,1,22,22.0,0,0,0.074,4.55,0.02,0.24,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324907912,黒田朝日はイケメンですか？,0,0
8,2026/2/1 19:56,高校,bb62ecf6a,4時間58分,2,21,10.5,0,0,0.07,9.52,0.01,0.4,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324907914,皆さんに質問です。 今年高校に入学します！それで友達作りたいと考えているのですが、話題づくりのために筆箱をちょっとでも可愛くしたいです！普通の可愛い筆箱かぬいぐるみの筆箱どっちが受けがいいんですか？？,0,0
9,2026/2/1 19:56,オーディオ,b48e88f53,4時間58分,1,4,4.0,0,0,0.013,25.0,0.0,0.18,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324907913,大至急 スピーカーについて質問です AnkerのSoundCore3のイコライザーを低音強めにして教えてほしいです。画像だしてくれるとありがたいです。,0,0
10,2026/2/1 19:56,菓子、スイーツ,1152428415,4時間58分,1,25,25.0,0,0,0.084,4.0,0.02,0.25,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324907911,私は今年54歳になるおっさんです。生まれてこの方どら焼きとメロンパンは一つ食べ切った事がありません。 メロンパンに至ってはどんな味なのかイメージ出来ません。 皆さんに質問です。身近な食べ物でほとんど食...,0,0
11,2026/2/1 19:56,ライブ、コンサート,1150252675,4時間58分,0,6,6.0,0,0,0.02,0.0,0.0,0.02,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324907910,ソンムル交換について教えてください 今度ライブに行くのですが同じリスナーさんの制作したステッカーを頂くことになりました。 私はお返しにギフトカードを渡そうと思うのですが500〜1000円にしようと思い...,0,0
12,2026/2/1 19:56,バイク,qqv********,4時間58分,2,24,12.0,0,1,0.08,8.33,0.01,0.51,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324907909,ブレーキフルードについて質問です バイクに使用しますが、2輪用と4輪用では違いはあるんでしょうか？,0,0
13,2026/2/1 19:56,オンラインゲーム,みかん,4時間58分,1,23,23.0,0,3,0.077,4.35,0.02,0.54,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324907908,ポケットWi-Fiのレンタルについて質問です。 容量？が多いもの、かつ無制限のものを探しています!（用語が間違っていたらすみません、、、） 弟とディズニーに行くため、ポケットWi-Fiを使って弟がSw...,0,0
14,2026/2/1 19:56,料理、食材,auc********,4時間58分,3,55,18.3,0,1,0.184,5.45,0.03,0.78,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324907907,この精肉、本当に見切り品ですかね？ スーパーでよくお肉が割引価格で販売されています。元の価格1000円以上のところが300円です。それも大量にあります。 これって割引表示する事によって購入させる気だっ...,0,0
15,2026/2/1 19:55,シニアライフ、シルバーライフ,スコール,4時間59分,7,44,6.3,0,4,0.147,15.91,0.01,1.71,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324907906,冬の楽しみは何ですか？ ('ω'),0,0
16,2026/2/1 19:55,ダイエット,*****,5時間0分,3,14,4.7,0,3,0.047,21.43,0.0,0.84,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324907903,20代から30代前半と同じ体重でも、60代70代のほうが太って見えるのは何故ですか。,0,0
17,2026/2/1 19:55,大学受験,c88406cc3,5時間0分,3,43,14.3,0,0,0.143,6.98,0.02,0.64,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324907905,focus goldについて質問です。東大志望の高1なのですが、どこまでやるべきでしょうか？例題のみ、練習問題まで、ステップアップまで、章末まで、レベルアップまで、実践編まで、どれがいいでしょう？,0,0
18,2026/2/1 19:55,恋愛相談、人間関係の悩み,匿名,5時間0分,0,0,0.0,0,0,0.0,0.0,0.0,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324907902,若い男性で、他人に話している時に、｢妻｣を｢家内｣と言っている人は、少ないですか？,0,0
19,2026/2/1 19:55,政治、社会問題,@mgjjj8,5時間0分,12,74,6.2,0,13,0.246,16.22,0.02,3.53,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324907900,2月8日の選挙についてです 今回の選挙では自民党に票を入れても大丈夫でしょうか？ 夏の選挙では参政党に入れました。 ですが、高市総理には総理をぜひ続けて欲しいと思っています。そのため、自民党に票を入れ...,0,0
20,2026/2/1 19:55,ファッション,a32888196,5時間0分,1,19,19.0,0,0,0.063,5.26,0.01,0.23,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324907901,学校の行事で私服を着ます。 華美な服装はダメらしいのですが、この服は華美に入りますか？,0,0
