ID,質問日時,カテゴリ,投稿者名,経過時間,回答数,閲覧数,回答難易度,共感数,回答リアクション総数,注目度,回答競争率,注目/競争比,ランキングポテンシャル,受付終了まで,URL,本文冒頭,マイフラグ,ベストアンサーフラグ
1,2026/1/25 7:40,飲食店,garapon,6時間25分,1,22,22.0,0,0,0.057,4.55,0.01,0.19,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324651195,五右衛門パスタより美味しいパスタ屋さんありますか？ 東京から来るまで1時間圏内でお願いします。 たくさんありそうで楽しみです、,0,0
2,2026/1/25 7:40,画像処理、制作,1152573297,6時間25分,1,27,27.0,0,3,0.07,3.7,0.02,0.43,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324651194,クリスタで自主制作アニメーションを作りたいと思っている者です。困っているのでご助力いただきたいです。 普通のアニメ制作の現場では、黄色や赤、青といった色指定の線を引くかと思います。私も原画にそれを描い...,0,0
3,2026/1/25 7:40,英語,匿名,6時間25分,5,109,21.8,0,1,0.282,4.59,0.06,1.01,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324651193,英検についてアドバイスお願いします。 立教志望の高2です。英検準1級目指してるんですが今日の英検2級受かる見込みないです。先月までまじで忙しくて勉強する時間中々とれなくて。なのでまじで焦ってます。 書...,0,0
4,2026/1/25 7:40,クリスマス,ID 非公開,6時間25分,1,4,4.0,0,0,0.01,25.0,0.0,0.14,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324651192,クリスマスに「オーナメントモチーフのムースケーキ」はありですか？,0,0
5,2026/1/25 7:40,英語,a355c033f,6時間26分,3,45,15.0,0,4,0.117,6.67,0.02,0.81,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324651191,I vaguely remembered ( ) the jobs. という文の( ) に to apply for とはいると思ったら applying for でした。 理由を教えてください。,0,0
6,2026/1/25 7:40,職場の悩み,t,6時間26分,0,1,1.0,0,0,0.003,0.0,0.0,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324651190,産業は出張に行ったりしますか？,0,0
7,2026/1/25 7:40,恋愛相談、人間関係の悩み,非公開,6時間26分,2,10,5.0,0,0,0.026,20.0,0.0,0.28,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324651189,バイト先の先輩についてです。登場人物の先輩の方をA、私の同級生の方をBとします。どちらも同じバイト先です。 AとBはとても仲が良くて、よく二人であそんでいます。そこにたまに私も誘ってくれてご飯行ったり...,0,0
8,2026/1/25 7:40,インターネットショッピング,stm********,6時間26分,1,9,9.0,0,0,0.023,11.11,0.0,0.15,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324651188,LOHACOロハコについて LOHACOの再開ついて質問です。 以前メールにて、個別に連絡対応しますと言ってましたが、お詫びどころか、連絡も無しで、 再開するのは、客を馬鹿にしていると思いませんか？ ...,0,0
9,2026/1/25 7:40,受験、進学,ID未公開,6時間26分,2,27,13.5,0,0,0.07,7.41,0.01,0.33,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324651187,今日は入試ですか？,0,0
10,2026/1/25 7:40,コミック,11502053I9,6時間26分,0,17,17.0,1,0,0.044,0.0,0.0,0.3,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324651186,キャプテン翼のオリンピックドイツ戦で翼が日向小次郎くんを呼び捨てにしていて不快でした 何故急に呼び捨てになったのですか？,0,0
11,2026/1/25 7:40,DIY,new********,6時間26分,4,53,13.2,0,0,0.137,7.55,0.02,0.65,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324651185,麻雀卓のサイドテーブルのネジというかナットについて質問です。 画像と同じ物をAmazonで注文したいのですがどれを注文したらいいのか分からないので教えて頂きたいです。 ドライバーは12mmの物を使うと...,0,0
12,2026/1/25 7:40,パソコン,かず,6時間26分,1,16,16.0,0,2,0.041,6.25,0.01,0.33,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324651184,スマホのラインをパソコンに入れられてほぞんしたいです。訳ありで、後で中身を見て確認できるようにしたい。コードは買いました。どのようにアプリか保存しないとダメですか？,0,0
14,2026/1/25 7:39,法律相談,qqr********,6時間27分,2,29,14.5,0,0,0.075,6.9,0.01,0.33,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324651182,民事訴訟で被告偽造した証拠で敗訴したのですが、再審請求はこちらから証拠の偽造を説明するのではなく、その証拠の文書提出命令を行う事で出来ますか？ また、法的根拠は何ですか？,0,0
15,2026/1/25 7:39,家族関係の悩み,oca********,6時間27分,2,40,20.0,0,0,0.103,5.0,0.02,0.36,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324651181,隣の母親85歳の方が今週中に引っ越しますからと言ってきました。 あなたがうちの息子の事で警察に通報したから息子は睡眠障害を起こした、もうここでは生活が出来ないから引っ越しますと言ってきました。 （まだ...,0,0
16,2026/1/25 7:39,ヘアケア,b1dcb2bb0,6時間27分,0,6,6.0,0,0,0.015,0.0,0.0,0.02,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324651180,ヘアアイロンをどれを買うか迷っています！今候補なのはリファストレートヘアアイロンプロ、絹女、絹女プロです！ 髪質は細くて比較的柔らかめです 染めてないのであまり傷んでないと思います！ リファは壊れやす...,0,0
17,2026/1/25 7:39,マイナンバー,もこもこ,6時間27分,1,34,34.0,0,1,0.088,2.94,0.03,0.29,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324651179,マイナポータルについて教えてください このアプリに保険証 免許証 手帳その他を入れていますが 先日、免許証の提示を求められたので開こうとしましたが 暗証番号＊＊＊＊入力後マイナンバーカードの読み取りを...,0,0
18,2026/1/25 7:39,職場の悩み,a******,6時間27分,0,27,27.0,1,0,0.07,0.0,0.0,0.33,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324651178,至急（できれば速やかに）お願いします https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324580967 の質問の続きです。 僕...,0,0
19,2026/1/25 7:39,転職,1251657221,6時間27分,4,24,6.0,0,5,0.062,16.67,0.0,0.96,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324651177,クロネコヤマトのドライバーってキツイですか？ 60歳（男）からの転職って出来そうですか？ （知人に勧めたいと思ってます）,0,0
20,2026/1/25 7:39,グラビアアイドル,hir********,6時間27分,1,78,78.0,0,0,0.201,1.28,0.16,0.33,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324651176,画像の女性の名前を教えて頂きたいです。 グラビア？動画をスクショした写真です。 よろしくお願いします。,0,0
21,2026/1/25 7:39,宗教,kri********,6時間28分,1,15,15.0,0,0,0.039,6.67,0.01,0.17,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324651174,寺社で不思議な体験をされた方はいらっしゃいますか？ どんな体験でしたか？ 私は唐招提寺で不思議な体験をしました。 鑑真墓前での参拝を終えて、出口へ向かう途中の講堂の脇で、眼がしらが熱くなって空がオレン...,0,0
22,2026/1/25 7:39,友人関係の悩み,1153112742,6時間28分,1,17,17.0,0,1,0.044,5.88,0.01,0.25,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324651175,長年の友人とあることがきっかけで縁を切ったことのある人、切ったあとスッキリしましたか？,0,0
23,2026/1/25 7:39,クリスマス,ID 非公開,6時間28分,1,6,6.0,0,0,0.015,16.67,0.0,0.14,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324651173,ヨーロッパで家庭よりも街全体でクリスマスを祝う文化が発達した理由は何ですか？,0,0
24,2026/1/25 7:39,バラエティ、お笑い,por********,6時間28分,0,5,5.0,0,0,0.013,0.0,0.0,0.01,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324651172,にけつのTVerが月曜の夜に配信終了になってたのに火曜夜に変わってるのはなぜですか？日曜夜見た時は月曜夜終了でした１/６,0,0
25,2026/1/25 7:39,イヌ,ra*****ru,6時間28分,1,9,9.0,0,0,0.023,11.11,0.0,0.15,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324651171,17歳3ヶ月のオスと今年14歳になるメスを飼っています。 17歳の愛犬が、去年の８月末から下痢が続き、下痢で死んでしまうのではないかと思うほど下痢が続き、11月には膵炎になり、12月に膵炎再発して、今...,0,0
26,2026/1/25 7:39,コミック,t,6時間28分,0,2,2.0,1,0,0.005,0.0,0.0,0.26,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324651170,クッキングパパの荒岩一味さんの体型は可愛いですか？,0,0
27,2026/1/25 7:39,妊娠、出産,c17b52ce4,6時間28分,1,30,30.0,0,0,0.077,3.33,0.02,0.21,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324651169,16w4d 妊娠中です。 性別診断について質問です。 こちらのエコーですが 男の子、女の子どちらだと思いますか？ 先生からは 【あ、何かでてるねー。いや！でもこれじゃまだわからないから3週間後に来てく...,0,0
28,2026/1/25 7:38,イヌ,moo********,6時間29分,3,31,10.3,0,0,0.08,9.68,0.01,0.46,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324651168,就寝前に粗相防止の為にチワワにオムツをして寝ているのですが、朝起きたら必ずオムツが脱げ粗相をしています。 オムツにテープを貼ったりしていますが、やはり脱げてしまっています。 長年ケージに入れずにいた為...,0,0
