ID,質問日時,カテゴリ,投稿者名,経過時間,回答数,閲覧数,回答難易度,共感数,回答リアクション総数,注目度,回答競争率,注目/競争比,ランキングポテンシャル,受付終了まで,URL,本文冒頭,マイフラグ,ベストアンサーフラグ
1,2026/1/22 4:56,病気、症状,1051583089,0分,0,0,0.0,0,0,0.0,0.0,0.0,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324546616,触覚が左右非対称すぎます。 本当は左のようにしたいのですが 右をどのように切ればいいですか？ 右利きなのでやっぱり左の方が切りやすくて 毎回右だけ失敗してしまいます。 良ければ絵とかもあればわかりやす...,0,0
2,2026/1/22 4:56,自動車,1150624128,0分,0,0,0.0,0,0,0.0,0.0,0.0,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324546615,2025年式のハスラーハイブリッドGにこのシートカバーは適合しますか？グレードによって適合しない場合の記載がなく、出品者の説明が曖昧でわからないので、有識者の方教えていただけると幸いです。,0,0
3,2026/1/22 4:56,メルカリ,a71f9daa8,0分,0,0,0.0,0,0,0.0,0.0,0.0,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324546613,ゆうゆうメルカリ便について質問です。 2人の方と取引しており誤ってQRコードがダブってしまった可能性があります。また、ポスト投函前に気付いたので手元に商品はありますが発送通知はどちらも押してしまった場...,0,0
4,2026/1/22 4:56,ご近所の悩み,bez********,0分,0,0,0.0,0,0,0.0,0.0,0.0,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324546614,ここ1週間くらい部屋の前の廊下に誰かいる気がします。時間は深夜1時から朝の6時くらいまでです。 わたしの住んでいるアパートは玄関の横にトイレがあります。夜中トイレに行くと毎回廊下から袋のカサカサという...,0,0
5,2026/1/22 4:55,恋愛相談、人間関係の悩み,dhp,2分,0,2,2.0,0,0,0.994,0.0,0.0,0.66,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324546611,僕の友達で他人事キャラがかっこいいと思ってるやつがおり、基本へーとかあらまーとか適当な返事ばかりしてきて、それはいいとして、 人に頼み事をしてるのにも関わらずここの注意点はこうだよと言われるとあらまと...,0,0
6,2026/1/22 4:55,ヘアケア,1251505919,2分,0,1,1.0,0,0,0.479,0.0,0.0,0.32,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324546610,髪をこれぐらいに染めたいのですが、ブリーチはしますか？,0,0
7,2026/1/22 4:55,画像処理、制作,cc16b678d,2分,0,1,1.0,0,0,0.463,0.0,0.0,0.32,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324546609,MIMIさんの新曲「トリックハート」MV内で使用されているフォントはなんという名称でしょうか,0,0
8,2026/1/22 4:55,ライブ、コンサート,1051444144,2分,0,0,0.0,0,0,0.0,0.0,0.0,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324546608,至急 フルーツジッパーのアリーナツアーのFC2次先行抽選ってありますか？,0,0
9,2026/1/22 4:55,ゲーム,b8fe16bde,2分,0,1,1.0,0,0,0.441,0.0,0.0,0.31,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324546607,アーチャー伝説2の武器スキンについてです。 クリスマススターと秘法の塔の両方を入手した際に片方装備したらどちらか一方のスキンスキルやコレクションステータスしか適用されませんか？,0,0
10,2026/1/22 4:54,ライブ、コンサート,白と冬,3分,0,1,1.0,0,0,0.3,0.0,0.0,0.23,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324546606,Perfumeはなぜ活動休止とコールドスリープの意味を堂々と間違えてるのでしょうか？ 元々会場狭めてもチケットが売れないから最後の手段で 責任とらされるように前日に休止発表させられて、 休止じゃインパ...,0,0
