ID,質問日時,カテゴリ,投稿者名,経過時間,回答数,閲覧数,回答難易度,共感数,回答リアクション総数,注目度,回答競争率,注目/競争比,ランキングポテンシャル,受付終了まで,URL,本文冒頭,マイフラグ,ベストアンサーフラグ
1,2026/1/28 7:49,ソフトバンク,c4aa95c2f,6時間11分,1,28,28.0,0,0,0.075,3.57,0.02,0.21,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324754734,ソフトバンク光なんですが、 元々はおばあちゃんの銀行から引き落としだったのですが 一度遅れたら支払用紙が届くようになりそれで支払ってるのですが 最近になってから3〜4ヶ月遅れてから支払用紙が届くように...,0,0
2,2026/1/28 7:49,ネットバンキング,a305f39dd,6時間11分,0,10,10.0,0,0,0.027,0.0,0.0,0.03,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324754733,イーバンク銀行から楽天銀行のかわった際自動的に 有料のキャッシュカードに変わっていました。 しばらく放置したままにしていた為 手数料が引き落とされ、口座残高がなくなりました。 反省しています。 通年無...,0,0
3,2026/1/28 7:49,物理学,知恵袋,6時間11分,1,23,23.0,1,0,0.062,4.35,0.01,0.46,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324754732,物理(運動学)の問題です。 この問題わかる人教えてください！ 至急お願いします‼️,0,0
4,2026/1/28 7:49,バラエティ、お笑い,116447497,6時間11分,1,23,23.0,0,1,0.062,4.35,0.01,0.28,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324754731,探偵ナイトスクープ1月23日の放送で不適切な演出があったことを、1月30日にお詫び放送をするでしょうか。,0,0
5,2026/1/28 7:49,釣り,綾鷹,6時間12分,0,100,100.0,5,0,0.269,0.0,0.0,1.61,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324754730,私、「綾鷹」のニックネーム名を出して、桂川宮下橋の川幅について、執拗に５メートルだと言い張る人がいますが、 そんなに気になるんだったら、ご自身で現地へ行って実測で測ってくりゃいいだけの話だと思いません...,0,0
6,2026/1/28 7:49,葬儀,1149799292,6時間12分,3,48,16.0,0,1,0.129,6.25,0.02,0.61,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324754729,親戚の叔父さんが亡くなり葬儀に行く予定が雪の為に欠席しました。 後日，自宅に香典など持参して仏壇にお参りしますが菓子折りを持って行ったほうがいいのでしょうか？ その際，のしは黒白ののしで宛名は御霊前で...,0,0
7,2026/1/28 7:49,パソコン,は,6時間12分,1,2,2.0,0,3,0.005,50.0,0.0,0.38,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324754728,ポーリングレート8kのコスパのいいゲーミングマウスを教えてください,0,0
8,2026/1/28 7:49,アニメ、コミック,ｹﾑｼｶｼﾞｶ,6時間12分,1,12,12.0,0,0,0.032,8.33,0.0,0.17,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324754726,ゼーリエってフリーレン何倍生きてると思います？年齢,0,0
9,2026/1/28 7:49,小説,a1d142bdf,6時間12分,2,24,12.0,0,0,0.064,8.33,0.01,0.33,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324754725,小説を書くのが好きです。 女子中学生もしくは高校生と男子中学生もしくは高校生のミステリー系のストーリー考えて欲しいです><,0,0
10,2026/1/28 7:49,宗教,自由研究(・∀・),6時間12分,9,125,13.9,4,143,0.336,7.2,0.05,14.1,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324754724,(・∀・) . 最近、紳士になれよとか、真摯に投稿しろ、などのお叱りを受けることがあります。 しかし、それに従えば某質問士と投稿スタイルが被ってしまうため困っています。 これは自らの殻を破るために神が...,0,0
11,2026/1/28 7:48,インターネットサービス,非公開,6時間13分,2,3,1.5,0,0,0.008,66.67,0.0,0.28,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324754723,Google検索して1番上に出てくるAIの概要、あれ要らなくないですか？ 逆にあれ見て判断する人いるんですかね？,0,0
13,2026/1/28 7:48,ゲーム,1151305171,6時間13分,0,10,10.0,0,0,0.027,0.0,0.0,0.03,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324754721,エルデンリングで、ゴッドフレイの本名がホーラ・ルーだったわけですが、結局のところなんで蛮族が戦士としての本能を抑え込んでまで威厳ある王を演じ続けたんでしょうね？,0,0
14,2026/1/28 7:48,生き方、人生相談,非公開,6時間13分,4,97,24.2,0,2,0.26,4.12,0.06,0.95,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324754719,至急 当方24歳女性です。初めてマッチングアプリで出会った方と会い5時間くらい一緒にいて顔性格身長など色々好みでした。男性は2回目に誰とも会ってないと言っていました。 話してる時に感情表現を私からあま...,0,0
15,2026/1/28 7:48,日本語,とろろ,6時間13分,3,29,9.7,0,6,0.078,10.34,0.01,0.96,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324754717,｢飲み物｣は｢飲む｣が連用形になっています。何故ですか？連体形の｢飲む物｣ではだめだったのでしょうか ｢食べ物｣という言葉も感覚的には｢食べる｣の連体形+物の短縮のように感じます,0,0
16,2026/1/28 7:48,生き方、人生相談,umum,6時間13分,2,20,10.0,0,0,0.054,10.0,0.01,0.32,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324754718,まだ働ける場所があるのに働かないってもったいない事なんでしょうか？ みなさんのご意見よろしくお願いします。,0,0
17,2026/1/28 7:48,外国為替、FX,1250378200,6時間13分,4,37,9.2,0,4,0.099,10.81,0.01,0.95,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324754716,円高が加速してます。 円キャリートレードの巻き返しですか？,0,0
18,2026/1/28 7:48,自動車,茄子,6時間13分,1,22,22.0,0,0,0.059,4.55,0.01,0.19,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324754715,90系VOXYについて質問です。80系VOXYでは、走行可能距離が100㎞になった際、「残り100㎞になりました。近くのガソリンスタンドで給油してください。 」みたいな音声アナウンスをしてくれていまし...,0,0
19,2026/1/28 7:48,邦楽,ハル,6時間14分,17,87,5.1,0,14,0.233,19.54,0.01,3.62,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324754714,タイトルに『光』が入るお好きな曲を教えてください♪ （本日の花言葉より）,0,0
20,2026/1/28 7:48,X（旧Twitter）,1052862505,6時間14分,0,11,11.0,0,0,0.029,0.0,0.0,0.03,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324754712,Xについて質問です。 ログインしようと思ったらこの画面が出てきました。 この頃使ってたメアドが分からなくなってしまい、ログインできません。何か対処法はありますか？？それともこのまま諦めるしかありません...,0,0
21,2026/1/28 7:48,福祉、介護,b60780a5d,6時間14分,4,25,6.2,0,3,0.067,16.0,0.0,0.84,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324754711,介護の仕事をしています。利用者さんが亡くなって泣いたりメンタル落ちたりする人って感情移入しすぎ、介護士向いてないですか?,0,0
22,2026/1/28 7:48,大相撲,えびわらー,6時間14分,3,30,10.0,0,0,0.08,10.0,0.01,0.48,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324754710,大花竜は十両確定ですか？,0,0
23,2026/1/28 7:48,恋愛相談、人間関係の悩み,あ,6時間14分,2,29,14.5,0,1,0.077,6.9,0.01,0.42,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324754709,夜中に元彼に酔った勢いで電話をかけてしまいました出られなかったんですが次の日2回折り返しがありましたどういう意図だと思いますか,0,0
24,2026/1/28 7:48,政治、社会問題,非公開,6時間14分,1,16,16.0,0,0,0.043,6.25,0.01,0.18,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324754708,【少子高齢化】2025年の日本の年間出生数は何人ですか？2024年は日本で生まれた数万人の外国人を含めて68万人でしたが。,0,0
25,2026/1/28 7:48,病気、症状,hoi********,6時間14分,0,5,5.0,0,0,0.013,0.0,0.0,0.01,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324754706,【お急ぎお願いいたします】 名古屋市中村区・西区・中川区で、公共機関で行けるオススメの耳鼻科を教えてください。 子どもが昨夜から耳鳴りが酷いと言います。 今日の午後診で耳鼻科に連れていきたいので、おす...,0,0
26,2026/1/28 7:48,ニキビケア,ショートケーキ,6時間14分,0,8,8.0,0,0,0.021,0.0,0.0,0.02,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324754707,頬のニキビに悩んでおり、皮膚科に通っています。ずっとベピオとゲル？ みたいなふたつを処方してもらっているのですが一向に治る気配がしません。卒業式までにできるだけ綺麗にしたいのですが、どうしたらいいです...,0,0
27,2026/1/28 7:48,占い,K,6時間14分,1,10,10.0,0,0,0.027,10.0,0.0,0.16,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324754705,至急！夢占いお願いします。 ※夢占いに意味なんてないという回答はしないでください 夢の内容としては、教卓に取り付けられていたL時で錆だらけの謎のものを男8人くらいの文化部の部員全員で治そうということに...,0,0
28,2026/1/28 7:48,鉄道、列車、駅,ID 非公開,6時間14分,5,107,21.4,0,6,0.286,4.67,0.06,1.43,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324754704,新幹線指定席に乗った際に、自分の席の上の荷物棚に外国人のスーツケースがびっしり置いてある事があります。 車掌にお願いしたら移動させてもらえますか？,0,0
29,2026/1/28 7:47,音楽,d265jPG,6時間15分,2,14,7.0,0,2,0.037,14.29,0.0,0.46,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324754703,J-POP、アニソン、ボカロなどから 朝に聞きたいおすすめの曲を教えてください,0,0
30,2026/1/28 7:47,MLB,竜神,6時間15分,2,33,16.5,0,6,0.088,6.06,0.01,0.83,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324754702,ＷＢＣの残り、二枠は？ 誰に、なりそうですかね？ ＭＬＢの招聘が難航している？ それとも、選手起用に悩む?,0,0
31,2026/1/28 7:47,大学受験,b96b32787,6時間15分,0,27,27.0,0,0,0.072,0.0,0.0,0.07,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324754701,2026年の北海学園の受験者がすごい多いんですが、なぜですか？そうなると北星学園も同じぐらいですか？ だいたい偏差値はどれくらい必要ですか？ 大体平均どのくらい点数取れてればいいでしょうか？ 合格の基...,0,0
32,2026/1/28 7:47,コミック,gfh********,6時間15分,0,6,6.0,0,0,0.016,0.0,0.0,0.02,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324754700,ジャンプ黄金期、キャッツアイか、ハイスクール奇面組かきまぐれオレンジロードならどれがめいさくでしたか？,0,0
33,2026/1/28 7:47,生き方、人生相談,YMCA,6時間15分,5,41,8.2,0,0,0.109,12.2,0.01,0.77,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324754698,自分は人生で物凄くつらい事があると美味しいものを食べたくなってしまうんですが、皆様はどうでしょうか？ 自分は貧乏なんで高級なレストランや料亭は知りませんが、肉屋で焼いている焼き鳥でもいいんです、自分が...,0,0
34,2026/1/28 7:47,模型、プラモデル、ラジコン,c331f9322,6時間15分,7,58,8.3,0,1,0.154,12.07,0.01,1.16,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324754699,合わせ目について。全塗装する際に合わせ目は消しますか？塗装をしたことがないのですが、やはり合わせ目消しは必要ですか？,0,0
35,2026/1/28 7:47,音楽,トロン,6時間16分,1,2,2.0,0,0,0.005,50.0,0.0,0.14,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324754697,歌が知りたくて、きまぐれなチェス？みたいな壁になんちゃらという難しいのですが歌がありまして、知りたいです！男性が歌っているような声で不思議な感じの歌で頭に残りました！,0,0
36,2026/1/28 7:47,釣り,koko2580,6時間16分,3,40,13.3,0,2,0.106,7.5,0.01,0.66,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324754696,ダイワのレガリス2500番を持っているのですが汎用性が高いと言われましたがどのような釣りが出来るのでしょうか？,0,0
37,2026/1/28 7:47,日本語,1151207581,6時間16分,3,29,9.7,0,4,0.077,10.34,0.01,0.79,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324754695,ダウンタウンの人たちが喋っているような関西弁は、関西のどのへんの方言なんですか？,0,0
38,2026/1/28 7:47,病気、症状,水,6時間16分,5,58,11.6,0,0,0.154,8.62,0.02,0.82,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324754694,汚い話ですみません。 自宅のトイレで排泄した際に、トイレの水が肛門に跳ね返りました。自宅のトイレのものなのであまり気にする必要はないかと思うのですが、やはり心配になってしまいました。用事がありお風呂で...,0,0
39,2026/1/28 7:47,麻雀,えびわらー,6時間16分,3,19,6.3,0,0,0.05,15.79,0.0,0.45,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324754693,「123萬」「456萬」「789萬」 これは何の形？ A. 刻子 B. 対子 C. 順子 D. 七対子,0,0
40,2026/1/28 7:47,メルカリ,ueb********,6時間16分,7,89,12.7,0,6,0.236,7.87,0.03,1.64,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324754692,メルカリの発送期限について質問です。 私はコンビニ店員です。ワンオペてレジが並んでる時に、違う場所にいた方に「メルカリ 」と携帯画面見せられたので「ファミポートにてレシートを出してください。荷物はかな...,0,0
41,2026/1/25 12:21,大学受験,非公開,73時間42分,57,19042,334.1,4,1577,4.306,0.3,14.35,15.73,回答受付が終了しました,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324657774,私は受験生ですが、地方国立大学に行かなくて良かったです。地方国立大学なんてもはや過疎化で誰でも簡単に入れるところに行くより、早慶、MARCH、日東駒専、大東亜帝国を目指した方がはるかに有意義ですよね？,0,0
42,2026/1/23 12:34,大学受験,非公開,121時間29分,1,17667,17667.0,0,17,2.423,0.01,242.3,2.5,回答受付が終了しました,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324587381,共通テスト後のリサーチ結果がC判定でした。しかし、ボーダーより13点足りませんでした。共通テストと個別試験の比は6:4くらいです。諦めた方がいいでしょうか？,0,0
43,2026/1/22 12:19,大学受験,1051821907,145時間44分,5,64868,12973.6,8,207,7.418,0.01,741.8,8.25,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324553790,今年共テ大失敗した受験生です。 共テの結果は、4割半でした。 私は、国立大学の共テ利用の総合型選抜に出願しています。 出願した総合型選抜では、定員が割れていて、 先生方には「まだ希望はある！」と、 慰...,0,0
44,2026/1/23 12:45,大学受験,c91eb7284,121時間19分,2,6440,3220.0,1,13,0.885,0.03,29.5,0.97,回答受付が終了しました,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324587663,至急質問です。 今年の国公立のボーダーは20～30程下がると言われてますが、それ以上下がる事はありえますか？,0,0
