ID,質問日時,カテゴリ,投稿者名,経過時間,回答数,閲覧数,回答難易度,共感数,回答リアクション総数,注目度,回答競争率,注目/競争比,ランキングポテンシャル,受付終了まで,URL,本文冒頭,マイフラグ,ベストアンサーフラグ
1,2026/2/1 7:51,読書,yok********,7時間19分,0,6,6.0,0,0,0.014,0.0,0.0,0.01,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324886773,村上春樹作品の中で、エリック・サティに言及しているものはありますか？,0,0
3,2026/2/1 7:50,家族関係の悩み,cha********,7時間20分,3,55,18.3,0,2,0.125,5.45,0.02,0.6,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324886769,価値観（特に金銭的）な『全く』違う夫婦が、定年後などに一緒に生活していくことは可能だと思いますか？ 例 片方：夫婦二人で一ヶ月10万で十分生活できる 片方：20万はないと無理 ※これはあくまで例ですか...,0,0
4,2026/2/1 7:50,海外ドラマ,1051444825,7時間20分,1,5,5.0,0,0,0.011,20.0,0.0,0.12,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324886768,マイケルスコフィールドは0.2秒の無量空所をくらってもフリーズしないですか？,0,0
5,2026/2/1 7:50,法律相談,tak********,7時間20分,4,41,10.2,0,0,0.093,9.76,0.01,0.55,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324886767,人に貸した車が事故を起こした時 この知人に車を貸しました。 何事もなく返ってきましたが興味本意でドラレコを確認するとびっくりするくらい荒い運転をしてました。住宅街を速く走ったり、交差点で二段階停止せず...,0,0
6,2026/2/1 7:50,ライブ、コンサート,V_bioxoid_V,7時間20分,1,23,23.0,0,0,0.052,4.35,0.01,0.17,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324886766,至急！！ 今日PayPayドームであるsmtownliveの銀テはスタンドまで届きますか？？ 終わった後にアリーナまで行って取りに行ったりとかできますかね、？？,0,0
7,2026/2/1 7:50,海外,other2,7時間20分,0,7,7.0,0,0,0.016,0.0,0.0,0.02,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324886765,韓国チェジュ島の구좌人参を日本から取り寄せるか、日本のお店で食べることは可能でしょうか。,0,0
8,2026/2/1 7:50,生き方、人生相談,非公開,7時間20分,4,30,7.5,0,1,0.068,13.33,0.01,0.59,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324886764,大学中退という経歴は、一般的に印象として、言わない方がいいのですか？ 中退でも、一旦合格して高卒よりも経験を積んだことにはそれなりの価値が見られると思っていましたが、中退というと「途中で断念した」イメ...,0,0
9,2026/2/1 7:50,恋愛相談,b185c5a67,7時間21分,3,56,18.7,0,0,0.127,5.36,0.02,0.47,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324886763,高校3年の男子です。この前好きな子をユニバに誘ってOKを貰ったのですが脈アリの可能性はどれくらいあるでしょうか？ 相手の子は小学校の頃の仲良かった友達で僕はその子に１回告白されてます。しかし中学、高校...,0,0
11,2026/2/1 7:50,海外,レモン,7時間21分,2,18,9.0,0,0,0.041,11.11,0.0,0.27,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324886761,アジア大陸は広いですか？ 行ったことあるアジアの国はどこですか？ 東アジア: 日本、中国、韓国、台湾、北朝鮮 東南アジア: タイ、インドネシア、ベトナム、マレーシア、フィリピン 南アジア: インド、パ...,0,0
12,2026/2/1 7:50,アニメ,匿名,7時間21分,1,74,74.0,0,2,0.168,1.35,0.12,0.42,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324886760,アニメを探してます。ノーパンノーブラで学校に登校する。→黒板を消すために男子に肩車してもらう。→見えそうになる。 こんなシチュがあった気がします。だれかわかりますか？,0,0
13,2026/2/1 7:50,Yahoo!知恵袋,horizon,7時間21分,13,51,3.9,0,1,0.116,25.49,0.0,1.65,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324886759,最も好きな果物は何ですか？ 画像にない果物でも構いません。,0,0
14,2026/2/1 7:50,算数,R0827,7時間21分,3,24,8.0,0,0,0.054,12.5,0.0,0.39,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324886758,申し訳ございません。 3.62は、偶数ですか？,0,0
15,2026/2/1 7:50,iPhone,ファントム,7時間21分,2,36,18.0,0,0,0.082,5.56,0.01,0.31,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324886757,メルカリで中古のAirPods3を買いましたがペアリングが出来ないです。 背面のボタンを長押しして初期化しました。白→オレンジ→緑色と変わりました。 Bluetoothをオンにして背面のリセットボタン...,0,0
16,2026/2/1 7:49,読書,James1950s,7時間22分,1,4,4.0,0,3,0.009,25.0,0.0,0.32,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324886755,畠山 直哉 『陸前高田 ２０１１‐２０１４』この書籍はおすすめでしょうか?,0,0
