ID,質問日時,カテゴリ,投稿者名,経過時間,回答数,閲覧数,回答難易度,共感数,回答リアクション総数,注目度,回答競争率,注目/競争比,ランキングポテンシャル,受付終了まで,URL,本文冒頭,マイフラグ,ベストアンサーフラグ
1,2026/1/22 7:56,飲食店,非公開ID,6時間7分,0,4,4.0,0,0,0.011,0.0,0.0,0.01,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324548432,北海道の根室市内で美味しいことで有名なラーメン屋というのはどの店になるんでしょうか？,0,0
2,2026/1/22 7:56,洋楽,ぽぽぽぽーん,6時間7分,0,14,14.0,0,0,0.038,0.0,0.0,0.04,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324548430,曲名も歌手もわからない英語の歌ですが探しています。 女性が歌唱しておりサビ部分しかわかりません。 Beautiful Thingsではないのは確認済みです。 おっおっお～おっお～おおおおーうぇ とぅる...,0,0
3,2026/1/22 7:56,Yahoo!知恵袋,夜空の天使,6時間7分,1,4,4.0,0,3,0.011,25.0,0.0,0.39,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324548431,おはようございます ブラック珈琲は飲みましたか？,0,0
4,2026/1/22 7:56,イヌ,mm3********,6時間7分,0,12,12.0,0,0,0.033,0.0,0.0,0.03,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324548429,飼い犬が吠えるようになりました。 飼っている犬が急に吠えるようになりました。 繁殖リタイアした5歳の芝犬(メス)を飼い始めて2ヶ月くらいになります。今までほとんど吠える事無く、凄くおとなしい犬でした。...,0,0
5,2026/1/22 7:56,大相撲,1151207581,6時間7分,0,11,11.0,0,0,0.03,0.0,0.0,0.03,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324548428,貴乃花、朝青龍、白鵬時代に比べて、今の横綱は弱すぎではないですか？なぜこんなことになったのですか？正直、白鵬が今突然現役復帰しても、大の里といい勝負できそうな気が・・・,0,0
6,2026/1/22 7:56,アニメ,fkq********,6時間7分,9,119,13.2,0,6,0.324,7.56,0.04,2.03,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324548424,ほぼ日本でしか世界観のあるアニメが生まれてこないのって日本が抑圧的かつ理不尽なストレス社会だからではないでしょうか？ もちろん安くアニメーターが使いたい放題なところとかありますけど、それでも中国アニメ...,0,0
7,2026/1/22 7:55,芸能人,ign********,6時間8分,0,2,2.0,0,0,0.005,0.0,0.0,0.01,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324548423,この企画の女子高生役の女性の名前はなんでしょうか？ https://youtube.com/shorts/FjOPNBDjcPg?si=qWiyvRxWIUQN6Gkx,0,0
8,2026/1/22 7:55,家族関係の悩み,匿名希望,6時間8分,8,92,11.5,0,5,0.249,8.7,0.03,1.74,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324548422,私は非常識なのか 30歳男新婚です 年明け妻と揉めました 年明けに新年の挨拶ということで私の実家に行きました 私には兄、妹がおり、兄は結婚し小学生の子供が2人います。私にとっては甥姪で普段から交流はあ...,0,0
10,2026/1/22 7:55,運転免許,V,6時間9分,2,20,10.0,0,1,0.054,10.0,0.01,0.41,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324548420,現在、普通自動二輪免許取得のために自動車学校に通っています。卒検に受かったら免許センターで免許を発行してもらうと思うのですが、確か免許センターって平日しか営業していませんでしたよね？ 何ヶ月か前に車の...,0,0
11,2026/1/22 7:55,病気、症状,uhi********,6時間9分,3,16,5.3,0,0,0.043,18.75,0.0,0.45,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324548419,半月板の一部切除の手術を検討して、ネットで調べたところ日帰りも可能と聞いたのですが基本この手術はどこの病院でも日帰り可能なのでしょうか？,0,0
12,2026/1/22 7:55,年中行事,iao********,6時間9分,2,13,6.5,0,0,0.035,15.38,0.0,0.31,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324548418,丙午は平成時代に何回ありましたか？ これは12年に1度ありますか？,0,0
13,2026/1/22 7:55,図書館,非公開,6時間9分,8,85,10.6,0,32,0.23,9.41,0.02,3.9,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324548417,図書館で私のタトゥーを避けるように席を移動した人達 資格試験の勉強のために図書館の自習スペースを利用しているのですが、私が半袖で座った途端、向かいや隣に座っていた人たちが、わざとらしく荷物をまとめて別...,0,0
14,2026/1/22 7:55,恋愛相談、人間関係の悩み,oxx21yuppai,6時間9分,0,9,9.0,0,0,0.024,0.0,0.0,0.02,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324548416,いじめっ子の女の人の結婚相手ってどんな人なんですか？ いじめっ子の女の人は異性を見る目があり？いい男とか捕まえていたりするんですか？,0,0
15,2026/1/22 7:55,国内,非公開ID,6時間9分,0,1,1.0,0,0,0.003,0.0,0.0,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324548415,北海道の根室市のことですが、根室市内で1番都会度の高いのはどの辺りのエリアになるんでしょうか？,0,0
17,2026/1/22 7:55,ヘアケア,1251320113,6時間9分,0,8,8.0,0,0,0.022,0.0,0.0,0.02,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324548413,翌日まで香りが続くとても良い香りのシャンプーを探していますので、おすすめを教えてください。 理想は廃盤になってしまいましたが、ハーバルエッセンスのローズが好きでした。,0,0
18,2026/1/22 7:55,お笑い芸人,…………,6時間9分,2,19,9.5,0,4,0.051,10.53,0.0,0.65,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324548412,松本人志さんは TVにでてますか？ YouTubeですか？ 私は見掛けないのですが まだ出てないのでしょうか？ 何故でしょう？,0,0
20,2026/1/22 7:55,転職,1150775997,6時間9分,3,20,6.7,0,2,0.054,15.0,0.0,0.62,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324548410,失業、再就職手当の受給取消しになる可能性はありますか？ 6月末に退職予定です。 A社退職（失業）→B社転職（再就職手当受給）→A社転職 この場合、受給資格は剥奪されることはあるのでしょうか？ B社は待...,0,0
21,2026/1/22 7:55,子育ての悩み,kig********,6時間9分,1,5,5.0,0,0,0.014,20.0,0.0,0.15,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324548409,授乳間隔はMAXどのくらいあけてもいいですか？ 最後3ヶ月で、体重は順調に増えてます。,0,0
22,2026/1/22 7:55,恋愛相談、人間関係の悩み,非公開,6時間9分,3,29,9.7,0,8,0.078,10.34,0.01,1.13,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324548408,私が触れてきた中で、弱者男性を色々と言う人って弱者男性が多いなと感じたんですが気のせいですか？ 例えば仕事でも年収少なかったり働いてない人等スペックが低いと思われる方が何故か弱者男性はこうだとか批判し...,0,0
23,2026/1/22 7:55,デンタルケア,goo********,6時間9分,1,10,10.0,0,0,0.027,10.0,0.0,0.16,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324548407,埋まったままの親知らずは放置していていいですか？ 特に痛み腫れもないです。 定期メンテナンスでは、親知らずが埋まってますね。としか言われてません。,0,0
24,2026/1/22 7:55,政治、社会問題,James1950s,6時間9分,4,49,12.2,1,12,0.132,8.16,0.02,1.91,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324548406,これは事実なのでしょうか? 『撃った瞬間の映像では弾は当たってませんでした。その後すぐに抑えられたので、殺したのは山上じゃないです。映像では襟がはためいただけで、何も当たってませんでした。当然出血もな...,0,0
25,2026/1/22 7:55,グラビアアイドル,無頼漢,6時間10分,3,30,10.0,0,2,0.081,10.0,0.01,0.65,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324548405,グラビア好きの彼氏や夫をどう思いますか？アイドル等は地下でなければ推し活を公言し易いですが、グラビアは性的要素が強くて公言出来ませんよね あ、地下アイドルの推し活を公言出来ない理由に、オタク感と若干の...,0,0
26,2026/1/22 7:55,ドラマ,カメ,6時間10分,0,16,16.0,0,0,0.043,0.0,0.0,0.04,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324548404,ドラマ「相棒」で青木年男くんのセリフなんですが･･ 角田課長？相手だったと思うのですが 「ただの社交辞令ですー。本気にされても困りますー＾＾」 というおどけた言い方をする場面があったのですが どのシー...,0,0
