ID,質問日時,カテゴリ,投稿者名,経過時間,回答数,閲覧数,回答難易度,共感数,回答リアクション総数,注目度,回答競争率,注目/競争比,ランキングポテンシャル,受付終了まで,URL,本文冒頭,マイフラグ,ベストアンサーフラグ
1,2026/1/28 19:58,病気、症状,知れない,6時間9分,3,23,7.7,0,3,0.062,13.04,0.0,0.71,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324773427,悩んでいます。自律神経失調症と言われたのですがそれで済ませていいのか不安です。 数ヵ月前に鼻の手術で入院しまして入院生活が安定せずにストレスによりパニック障害を起こしてしまいました。 そこから貧血、頭...,0,0
2,2026/1/28 19:58,パソコン,ac14f3ac7,6時間9分,1,34,34.0,0,0,0.092,2.94,0.03,0.23,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324773425,回線のパケロスの改善方法を教えてください。 三日前ほどからPCでAPEXというオンラインゲームをやっていると、パケロスの表示が頻繁に出て、画面がフリーズして、10秒後ぐらいに動き始めるを繰り返すように...,0,0
3,2026/1/28 19:58,料理、食材,kur********,6時間9分,1,11,11.0,0,0,0.03,9.09,0.0,0.16,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324773424,アンテンドウというパン屋さんのパンの周りに着いているビニールを先程少し食べてしまったのですが、大丈夫でしょうか？ 今のところ何ともありません。,0,0
4,2026/1/28 19:58,シニアライフ、シルバーライフ,lD非公開,6時間9分,7,45,6.4,0,7,0.122,15.56,0.01,1.63,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324773423,炊き込みご飯を作ったらおかずはたくあんだけでも良いですか？,0,0
5,2026/1/28 19:58,格安スマホ,kjefn3ftn,6時間9分,0,5,5.0,0,0,0.014,0.0,0.0,0.01,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324773421,乱視でスマホでのネットサーフィンやpcモニターの文字が全然見えません。 リアルにps3みたいな世界なんですけど、これは乱視の中でも酷いですか？,0,0
6,2026/1/28 19:58,貯金,c4aa95c2f,6時間9分,5,49,9.8,1,1,0.133,10.2,0.01,1.16,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324773420,銀行で新規で通帳を作るのにいくらかかりますか？,0,0
7,2026/1/28 19:58,病気、症状,b6a2656aa,6時間9分,1,10,10.0,0,0,0.027,10.0,0.0,0.16,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324773419,ご飯食べた後に、胸、左肩や首、顎？あたりに違和感や軽い締め付け感みたいなのが出ます、ゲップも出ます。 これはなんなのでしょうか？ ちなみに心臓CTや心エコーなどは異常なし出した。,0,0
8,2026/1/28 19:58,ファイナルファンタジー,chi********,6時間9分,4,69,17.2,1,1,0.187,5.8,0.03,1.08,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324773418,FF14で始めて3ヶ月、今は暁月のアライアンス手前まで来ています。 クリスタルタワーが本当に苦手でようやくクリスタルタワーにも何とか対応出来るようになったのですが、 暁月のアライアンスが3つあると知り...,0,0
9,2026/1/28 19:58,文学、古典,dis********,6時間9分,0,3,3.0,0,0,0.008,0.0,0.0,0.01,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324773417,昔話の貞子さんはありますか？パンを踏んだ娘とか。,0,0
10,2026/1/28 19:58,恋愛相談、人間関係の悩み,bd7acbb49,6時間10分,0,14,14.0,0,0,0.038,0.0,0.0,0.04,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324773416,性格が歪んでいると思われるかもしれませんが、事故や事件で家族を亡くした方が、その後に署名活動を始めたり、法改正を訴えたり、講演会で自身の体験を語るようになることに、 正直なところ違和感を覚えることがあ...,0,0
11,2026/1/28 19:58,iPhone,1052283349,6時間10分,2,287,143.5,0,0,0.775,0.7,1.11,1.04,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324773414,iOS26.2.1のアップデートって皆さんしましたか？いつもと違ってURLが貼っていなくて詳細がよく分からなかったのですが、アップデートしても問題ないでしょうか？,0,0
12,2026/1/28 19:58,競馬,1153053528,6時間10分,3,59,19.7,2,2,0.159,5.08,0.03,1.26,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324773415,センスないのか、狙いすぎなのか？ 有馬記念から、万馬券取れそうで 取れません 有馬記念 馬連ミュージアムマイル軸で買いながらコスモキュランダは複勝で 買っていました AJCCは馬連ドゥラド—レス軸で ...,0,0
13,2026/1/28 19:58,大学受験,1153353657,6時間10分,2,41,20.5,0,0,0.111,4.88,0.02,0.38,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324773412,大阪公立大学経済学部の学校型推薦を出した方傾斜かけて何%くらいでしたか、、？,0,0
14,2026/1/28 19:58,料理、食材,1151232181,6時間10分,1,69,69.0,0,0,0.186,1.45,0.13,0.32,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324773413,至急！(／. _.＼) このお米カビてますか？やばいですか？,0,0
15,2026/1/28 19:58,インフルエンザ,rur********,6時間10分,1,15,15.0,0,0,0.041,6.67,0.01,0.18,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324773411,2月大学受験2/13。2/14。2/16 この3日間試験です。 この場合リレンザを（タミフル胃が痛くなり）、いつから吸引すればいいですか。 2/16が10日目としていいですか。 また本命は2/25.2...,0,0
16,2026/1/28 19:58,パソコン,名前未設定,6時間10分,1,25,25.0,0,0,0.067,4.0,0.02,0.2,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324773410,このスペックでよくゲームしてるんですけど、valoやlolではゲームをつけてすぐだけ、モンハンワイルズでは１０秒に一回くらいFPSが2~5くらいに下がって画面がカクカクになり操作が効かなくなります。 ...,0,0
17,2026/1/28 19:58,海外,1151302543,6時間10分,0,31,31.0,0,0,0.084,0.0,0.0,0.08,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324773409,東アジア・東南アジアの観光 日本人観光客にとって、治安、食事、衛生、交通手段などの面で難易度が高い順に並べてください。 韓国 ・ソウル ・釜山 ・大邱 台湾 ・台北 ・高雄 香港 マカオ タイ ・バン...,0,0
18,2026/1/28 19:58,大学,313系0番台,6時間10分,2,20,10.0,0,0,0.054,10.0,0.01,0.32,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324773408,全国の女子高生や女子大学生に質問 ①男子生徒が通う予備校で、男子が同級生女子の不快なことに腹を立てて、男が暴力団みたいな大声で10分間怒鳴りつけて同級生女子を泣かせました。あなたはそういう行為をカッコ...,0,0
19,2026/1/28 19:58,職場の悩み,1150205669,6時間10分,2,16,8.0,0,0,0.043,12.5,0.0,0.31,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324773407,人にもよりますが大卒50歳の会社員のボーナスはどの位でしょうか? 年2回あるとして1回50万もらえたらいい方でしょうか？,0,0
20,2026/1/28 19:58,YouTube,1252916279,6時間10分,0,11,11.0,0,0,0.03,0.0,0.0,0.03,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324773406,ユーチューブのアカウントがあるのですがそちらのアカウントを消したく、 グーグルアカウントを消したら勝手に消せるものだと勘違いしてしまいグーグルアカウントは消えたのですがユーチューブアカウントは消えてお...,0,0
21,2026/1/28 19:58,携帯電話キャリア,c7f060fd0,6時間10分,1,2,2.0,0,0,0.005,50.0,0.0,0.14,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324773405,電話での契約した契約書をキャンセルする方法は？,0,0
22,2026/1/28 19:58,恋愛相談、人間関係の悩み,yoa********,6時間10分,6,46,7.7,0,0,0.124,13.04,0.01,0.93,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324773404,【親友と仲が良すぎて彼氏がどうでも良くなる】 閲覧ありがとうございます。(24歳女です) 最初にもある通り私にはもうすぐで一年になる1個年上の彼氏がいます(初彼氏)が、定期的にどうでもよくなります。 ...,0,0
23,2026/1/28 19:58,政治、社会問題,roc********,6時間10分,1,24,24.0,1,1,0.065,4.17,0.02,0.55,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324773402,高市総理と野田共同代表に旧統一教会との深い関係が報じられましたが、この自民党と中道改革連合のどちらかの政党が与党になるって、国民は舐められているの？ それとも試されているのでしょうか？,0,0
24,2026/1/28 19:58,工学,非公開,6時間10分,0,7,7.0,0,0,0.019,0.0,0.0,0.02,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324773401,NCT（パンチング）とレーザー加工、コストと精度の使い分けの判断基準は？ 板金設計・製作の仕事を始めたばかりの者です。社内にタレパン（NCT）とレーザー加工機の両方があるのですが、どちらの工程に回すべ...,0,0
25,2026/1/28 19:58,高校受験,あかね,6時間10分,0,11,11.0,0,0,0.03,0.0,0.0,0.03,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324773403,受験についての質問です 今年奈良文化高等学校をうけるのですが赤本などはかってなく、高校からわたされた3年間の過去問と英単語プリントや四字熟語のプリントなどをやっています。周りの子たちはみんな赤本や高校...,0,0
26,2026/1/28 19:58,ライブ、コンサート,あおぴん,6時間11分,1,47,47.0,0,0,0.127,2.13,0.06,0.26,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324773400,ヒロインズライブについて至急お願いいたします。 iLiFE、アイライファーの皆さんに質問です。2月にあるバレンタインライブに行く予定なのですがチケット、特典会参加券ともに購入できて手元にある状態です。...,0,0
27,2026/1/28 19:58,メルカリ,1052020435,6時間11分,3,17,5.7,0,2,0.046,17.65,0.0,0.61,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324773399,メルカリでps4箱付きで送りたいのですが、段ボールやプチプチなどはどこで買えますか？,0,0
28,2026/1/28 19:57,職場の悩み,ひまじん,6時間12分,2,8,4.0,0,0,0.021,25.0,0.0,0.29,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324773398,夏に草むしりしたけど、あれ蚊に刺されるしかなり 重労働だよね？,0,0
29,2026/1/28 19:57,アニメ、コミック,1153263327,6時間12分,0,5,5.0,0,0,0.013,0.0,0.0,0.01,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324773397,アニメ「文豪ストレイドッグス」のイベントのフラワースタンドについてです。 【文豪ストレイドッグス 迷ヰ犬達ノ宴 其ノ四】の開催にあたり、フラワースタンドを贈りたいと考えています。 私はダザイ治推しで、...,0,0
30,2026/1/28 19:57,家族関係の悩み,0ab5ty373231,6時間12分,1,16,16.0,0,0,0.043,6.25,0.01,0.18,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324773396,呪術廻戦の伏黒恵って甚爾の「禪院じゃねえのかよかったな」って台詞に対して何の推察もしてないのでしょうか？いつもの頭の回転なら自分の父親という事実まで余裕で辿り着きそうな気がするのですが。,0,0
31,2026/1/28 19:57,ドラマ,さいとうにしお,6時間12分,0,8,8.0,0,0,0.021,0.0,0.0,0.02,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324773395,俊坊の最後のお初で、喜久雄が涙を流してましたが、あれは歌舞伎の演技ではなく、本当に感極まって泣いたのでしょうか？,0,0
32,2026/1/28 19:57,公務員試験,noaya,6時間12分,1,30,30.0,0,0,0.081,3.33,0.02,0.21,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324773394,現在大学生です。 公務員試験(警察官)を考えているのですが、受験する時に成績(GPA)や出席状況などの書類を提出しないといけないのでしょうか？ またそれが合否に影響しますか？,0,0
33,2026/1/28 19:57,恋愛相談、人間関係の悩み,匿名,6時間12分,4,46,11.5,0,2,0.123,8.7,0.01,0.82,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324773393,マチアプで知り合った女性と4回目の食事デートをしました。 告白しようかと思ったんですが、お出掛けデートもしたことないのに可能性あるのかと踏み止まってしまいました。 次のデートはお出掛けデートみ誘おうと...,0,0
35,,未分類,匿名,0分,0,0,0.0,0,0,0.0,0.0,0.0,0.0,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324773392,うなじフェチ,0,0
36,2026/1/28 19:57,ネットワーク技術,zdz********,6時間12分,3,25,8.3,0,0,0.067,12.0,0.01,0.47,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324773387,ITに関してど素人なのですが、勉強して初歩的、基本的な知識をつけたいと思ってますが、パソコン、ネットワークなどITリテラシーを幅広く学べる資格などご存知でしょうか？ よろしくお願いいたします。,0,0
