ID,質問日時,カテゴリ,投稿者名,経過時間,回答数,閲覧数,回答難易度,共感数,回答リアクション総数,注目度,回答競争率,注目/競争比,ランキングポテンシャル,受付終了まで,URL,本文冒頭,マイフラグ,ベストアンサーフラグ
1,2026/1/24 19:41,iPhone,aal********,5時間1分,0,10,10.0,0,0,0.033,0.0,0.0,0.03,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324635167,iPhone7 docomo 自分はiPhone7を使っているんですが、電話すると、(緊急通報がかからなくなります)と出ます。 調べると4月から色々変わるみたいですね。 めんどくさいですが機種変するし...,0,0
2,2026/1/24 19:41,携帯型ゲーム全般,*****,5時間1分,5,35,7.0,0,0,0.116,14.29,0.01,0.94,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324635168,プロスピリアタイはSランク極で揃えるのが必勝法と知恵袋でお見かけしてますが、 相手が明らかに全員ミートパワー50くらいでスピリッツもかなり削ったのに何投げても打たれて8点も取られて強制リタイアさせられ...,0,0
3,2026/1/24 19:41,大学受験,1153168524,5時間1分,0,3,3.0,0,0,0.01,0.0,0.0,0.01,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324635165,過去問の同じ単元を一気にやるのはいいんですか？ （たとえばある大学の赤本に載っている確率の問題だけ全年代分解くとか）,0,0
4,2026/1/24 19:41,国際情勢,※,5時間1分,9,38,4.2,0,1,0.126,23.68,0.01,1.71,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324635166,日本は終わってる って話、どう思いますか？,0,0
5,2026/1/24 19:41,高校数学,25368741,5時間1分,1,20,20.0,0,1,0.066,5.0,0.01,0.33,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324635164,f（x）=1/x - e⁻ᵃˣ がx>0において、2つの極値をもつように定数aの範囲を求めよ。 また必要なら正の実数t、自然数nに対して e^t≧tⁿ /n！を用いてよい。 f'（x）=（-1/x²）...,0,0
6,2026/1/24 19:41,大学受験,ioeoio,5時間2分,1,32,32.0,0,0,0.106,3.12,0.03,0.27,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324635163,東京住み高1早慶MARCH志望です。ピンチです。 共テリスニング解いてみたら4割でした。 もし私が今年現役でこの点数を取っていたら学力的にはどのレベルの大学に進学することになっていたのでしょうか。,0,0
7,2026/1/24 19:41,経済、景気,ピピ,5時間2分,1,8,8.0,0,2,0.026,12.5,0.0,0.39,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324635162,銀の貨幣があるのですが、金みたく値上がりする予定はありますか？,0,0
8,2026/1/24 19:41,数学,affcd4e38,5時間2分,1,28,28.0,0,1,0.093,3.57,0.03,0.36,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324635161,中2数学。平行四辺形の証明です。2番の(1)、(2)、(3)がわかりません、、、どなたか答えとなぜそうなるのか教えて欲しいです,0,0
9,2026/1/24 19:41,デンタルケア,あう,5時間2分,1,11,11.0,0,0,0.036,9.09,0.0,0.2,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324635160,前歯の歯茎にできものができました。 食後に歯を磨き、ゆっくりしていたところ違和感を感じて触ってみるとできものがありました。（具体的には前歯のすぐ横くらい） 前歯に虫歯があるものの、現在別の歯を治療中・...,0,0
10,2026/1/24 19:41,メルカリ,hxk********,5時間2分,3,35,11.7,0,2,0.116,8.57,0.01,0.81,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324635159,メルカリで売れた商品についてです。 クレーンゲームで獲ったりするマスコットキーホルダーやぬいぐるみにボールチェーンが付いたストラップなどは、どのような形で梱包、発送してますか？ 手のひらくらいの大きさ...,0,0
11,2026/1/24 19:41,携帯型ゲーム全般,a47bc0aab,5時間2分,0,2,2.0,0,0,0.007,0.0,0.0,0.01,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324635158,シャドバWBについての質問です。 現在フリーレンコラボが来ていますが、次のコラボはいつぐらいに来ると予想できますか？ 旧シャドバのコラボ頻度なども教えてください。,0,0
12,2026/1/24 19:41,政治、社会問題,非公開,5時間2分,2,30,15.0,0,1,0.099,6.67,0.01,0.53,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324635157,すみません 愛子さまと悠仁さまって仲良しなんですか？佳子さまと愛子さまが仲良しなのは見ていればわかるのですが、悠仁さまと愛子さまは仲良さそうに話しているのを見たことがなく、実際どうなのか知りたいです。,0,0
13,2026/1/24 19:41,シニアライフ、シルバーライフ,バリィ＆あかべこ,5時間2分,3,16,5.3,0,7,0.053,18.75,0.0,1.24,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324635156,^( 'Θ' )^ お祭りに餅投げありますが、櫓に乗って撒くのが妖怪だったら嫌ですか？怖いので行かないですか？,0,0
14,2026/1/24 19:41,トレーニング,ゆ,5時間2分,2,17,8.5,0,1,0.056,11.76,0.0,0.48,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324635155,ガリガリですが筋トレをしてボディメイクをしたいと思います。でも実家暮らしなので、夜ご飯だけ自分で決められません。 脂っこいもの(低たんぱく、高脂質、ハイカロリーなおかず)が夜ご飯に絶対出てくると仮定し...,0,0
15,2026/1/24 19:41,高校受験,aa8ecc2b3,5時間2分,4,41,10.2,0,1,0.136,9.76,0.01,0.89,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324635154,高校受験です 志望校の偏差値が7足りてなく、模試では合格点-60点でした どうしてもその高校に行きたいんです！ 受験までの残り1ヶ月弱死ぬ気でやれば受かりますか？ また、どのような勉強をすればよいか教...,0,0
16,2026/1/24 19:41,生き方、人生相談,@@,5時間2分,0,11,11.0,0,0,0.036,0.0,0.0,0.04,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324635153,僕は大学生ですが、住んでる地域は昔いじめがあり体が弱かった被害者は精神的に苦痛になったそうです。 もちろん暴力暴言をした加害者からは謝罪もなく数名はヒップホップやバー楽しみながら普通に何事もなく生きて...,0,0
17,2026/1/24 19:41,職場の悩み,1149907063,5時間2分,5,41,8.2,0,0,0.135,12.2,0.01,0.96,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324635152,至急です！！！！！ 現在専門学校に通っていて3月で卒業して内定をもらった会社に4月から働きます。 その際なのですが、働いて1ヶ月の新人が5月の希望休を提出するのは失礼でしょうか？ 失礼にあたる場合、皆...,0,0
18,2026/1/24 19:41,アニメ,ba27c92ac,5時間2分,0,1,1.0,0,0,0.003,0.0,0.0,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324635150,2003年版鋼の錬金術師のホムンクルスが錬金術を使えない理由は、門の向こう側から来たからだとホーエンハイムが言っていたのですが、何故門の向こう側から来た者は錬金術を使えないのですか？,0,0
19,2026/1/24 19:41,外国為替、FX,mwq********,5時間2分,1,52,52.0,0,0,0.172,1.92,0.09,0.34,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324635151,FXドル/円、昨日金曜日は、4円も動く大きな一日でしたが、結局155円台まで急落し終わりましたが、高市内閣の解散総選挙による先行き不透明感からの影響ですが、週明け、どんなドル/円の動きになるのか、 ち...,0,0
20,2026/1/24 19:41,デンタルケア,c4e3ca9df,5時間2分,2,16,8.0,0,0,0.053,12.5,0.0,0.38,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324635149,口をタコみたいに絵みたいにすぼめる？と魚みたいにめっちゃ臭いんですけどこれが自分の口臭なんですか？どこの匂いなんですか？,0,0
22,2026/1/24 19:40,大学受験,c7f1cc203,5時間4分,1,119,119.0,0,0,0.391,0.84,0.47,0.55,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324635147,前期でどこの大学に出願するかの相談です。 今年の共通テストは69％で自分の望む点数をとることができなかったので、5Sの埼玉大学か信州大学のどちらかにしようと思っています。 そこで相談なのですが、工学部...,0,0
