ID,質問日時,カテゴリ,投稿者名,経過時間,回答数,閲覧数,回答難易度,共感数,回答リアクション総数,注目度,回答競争率,注目/競争比,ランキングポテンシャル,受付終了まで,URL,本文冒頭,マイフラグ,ベストアンサーフラグ
1,2026/1/27 19:58,お笑い芸人,1053114592,4時間59分,1,15,15.0,0,0,0.05,6.67,0.01,0.22,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324740289,お笑いライブについて質問です。中学生です。 お笑いライブって色々な種類があると思うんですけど よしもとさんのとかは高いですよね。けど規模が大きくてあんまり近くで見れなかったりもしますよね。 ライブの規...,0,0
2,2026/1/27 19:58,料理、食材,*******,4時間59分,6,46,7.7,0,0,0.154,13.04,0.01,1.15,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324740290,焼きそばのソースって粉末の方がおいしいと思いますがどうしてでしょうか？ ウスターソースは水っぽくなりますが粉末ソースは麺にしっかり味がつくと思います 粉末ソースだけは売っていないのもどうしてですか？,0,0
3,2026/1/27 19:58,動画サービス,1151304846,4時間59分,0,5,5.0,0,0,0.017,0.0,0.0,0.02,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324740288,tiktokライブについて質問です。 tiktokに限らずかわかりませんが、流れてくる文字のみの動画投稿では、リスナー側や配信者側の愚痴とかマナーとかルールとかいろいろあるのですが(そういうのを少し見...,0,0
4,2026/1/27 19:58,政治、社会問題,ohc********,4時間59分,0,1,1.0,0,0,0.003,0.0,0.0,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324740286,茂木敏充は経歴的に非の打ち所のない政治家ですか？,0,0
5,2026/1/27 19:58,大学受験,a5e2fde2c,4時間59分,0,14,14.0,0,0,0.047,0.0,0.0,0.05,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324740287,国立二次の出願にあたって写真票が必要なのですが、証明写真をそのまま封筒に入れれば良いのでしょうか？,0,0
6,2026/1/27 19:58,ポータブル音楽プレーヤー,け,4時間59分,1,11,11.0,0,0,0.037,9.09,0.0,0.2,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324740285,AirPods3の右耳です。 落としてしまい急に音が聞こえなくなり一応 繋がっている判定なのですが、音は聞こえないので壊れましたか？中身を見てみたら線のようなものが取れていたので完全に壊れましたか？,0,0
7,2026/1/27 19:58,プロ野球,whi********,4時間59分,0,4,4.0,0,0,0.013,0.0,0.0,0.01,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324740283,DeNAでトレードがあるとしたら第一候補は神里ですよね？,0,0
8,2026/1/27 19:58,マインクラフト,みくる,4時間59分,1,61,61.0,0,0,0.204,1.64,0.12,0.37,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324740281,マインクラフトのPC版が開けず、ファイルを全て消去したのにも関わらず、「このアプリを開けません」「Microsoft Launcherは見つからないため開けません。 記憶装置が見つからないか、切断され...,0,0
9,2026/1/27 19:58,パソコン,ツルギ,4時間59分,3,10,3.3,0,0,0.033,30.0,0.0,0.53,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324740282,パソコンについて私が今使っているパソコンが最近回転音がうるさくなったりコンセントを外すとすぐに充電がなくなるのですが原因はなんでしょうか？ なおパソコン内部の掃除はしようと思ったのですが３年前に裏のね...,0,0
11,2026/1/27 19:58,職場の悩み,yur********,4時間59分,1,20,20.0,0,2,0.067,5.0,0.01,0.43,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324740279,派遣で働きはじめたのですが、社員と派遣で出勤時間が違います。 私は10分前に出勤するのですが、事務所で社員が朝礼をしています。 この場合、事務所に入るときは会釈だけにしたほうが良いでしょうか？,0,0
