ID,質問日時,カテゴリ,投稿者名,経過時間,回答数,閲覧数,回答難易度,共感数,回答リアクション総数,注目度,回答競争率,注目/競争比,ランキングポテンシャル,受付終了まで,URL,本文冒頭,マイフラグ,ベストアンサーフラグ
1,2026/1/20 7:45,家族関係の悩み,チョパ,6時間17分,0,24,24.0,0,0,0.064,0.0,0.0,0.06,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324478839,家族のことで悩んでいます。 私は高校1年生で、中学一年生の弟がいます。 先週から弟の機嫌が良くなくずっとテンションが低くて、ただ何があったかは聞いても話してくれませんでした。そして一昨日、お母さんが聞...,0,0
2,2026/1/20 7:45,カフェ、喫茶,1152290283,6時間17分,1,10,10.0,0,0,0.026,10.0,0.0,0.16,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324478837,スタバのホワイトホットチョコレートが一番好きなのですが、それぐらい大の甘党におすすめできるスタバの商品教えて欲しいです！,0,0
3,2026/1/20 7:45,鉄道、列車、駅,tpn********,6時間17分,2,46,23.0,0,0,0.122,4.35,0.03,0.39,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324478836,3月に愛知の岡崎から青春18きっぷを使って、青森に行きたいなと考えています。 行き帰り青春18きっぷはきついと思うので、3日間で片道だけの使用を考えています。 どういった経路で行けば、よろしいでしょう...,0,0
5,2026/1/20 7:45,就職、転職,ogtp,6時間17分,5,44,8.8,0,0,0.116,11.36,0.01,0.78,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324478834,"この仕事に採用されましたが、条件は良い方でしょうか？ あなたならここで働きますか？ それとも他に探しますか？ 税理士補助 給与 220,000円〜500,000円 基本給 220,000円〜500,0...",0,0
6,2026/1/20 7:45,競馬,ポートピア81,6時間17分,1,10,10.0,0,0,0.026,10.0,0.0,0.16,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324478833,１月２０日姫路競馬７Rを予想してください。,0,0
7,2026/1/20 7:44,園芸、ガーデニング,ID未解決,6時間18分,4,37,9.2,0,12,0.098,10.81,0.01,1.57,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324478830,ビニールハウスのビニールって、野晒しの場合、５年間張り替えなしでも持ちますか？ 最後は劣化してボロボロになってしまうのでしょうか？,0,0
8,2026/1/20 7:44,ダイエット,ooo,6時間18分,4,48,12.0,0,0,0.127,8.33,0.02,0.65,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324478832,至急！ライブに向けて痩せたいのでダイエット方法教えてください！！ 現在154cm、63kg バイト掛け持ちのため基本朝11時から深夜1時までバイトで良く見るダイエット方法が時間の都合上できません。こん...,0,0
9,2026/1/20 7:44,国内,piq********,6時間19分,0,2,2.0,0,0,0.005,0.0,0.0,0.01,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324478831,プーキーズについて教えてください。 プーキーズ目当てで初めてカドリードミニオンに行きます。平日に行くのですが、 ①平日でも一緒に写真撮影はできますか？ ②写真撮影は有料ですか？ ③ふれあいタイムは撮影...,0,0
10,2026/1/20 7:44,メルカリ,うらた,6時間19分,1,44,44.0,0,1,0.116,2.27,0.05,0.33,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324478829,メルカリについて質問です。 12月17日に購入した物がまだ発送されていないのですが催促メッセージはどういうものを送ればいいですか？事務所にお問い合わせは何度か行っておりますが発送されておりません。 あ...,0,0
11,2026/1/20 7:44,病院、検査,pei********,6時間19分,1,25,25.0,0,0,0.066,4.0,0.02,0.2,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324478828,頻尿で悩んでます。 歯科行くのですがパンツ型のオムツは有効でしょうか？,0,0
