ID,質問日時,カテゴリ,投稿者名,経過時間,回答数,閲覧数,回答難易度,共感数,回答リアクション総数,注目度,回答競争率,注目/競争比,ランキングポテンシャル,受付終了まで,URL,本文冒頭,マイフラグ,ベストアンサーフラグ
1,2026/1/16 5:52,日本史,翔平0518,1分,0,1,1.0,0,0,0.721,0.0,0.0,0.42,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324335341,昔の火あぶりの刑ってそんなに苦痛なんですか？ 斬首や磔の方が苦痛な気がします。,0,0
2,2026/1/16 5:52,自転車、サイクリング,おっ,1分,0,1,1.0,0,0,0.68,0.0,0.0,0.4,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324335340,ロードバイクのビンディングシューズについてです。シマノのSH-RC302E8700というモデルですが、Eが付いているのでワイドだと思うのですが、分かる方みえますか？よろしくお願いいたします。,0,0
3,2026/1/16 5:52,ご近所の悩み,はるさ,1分,0,1,1.0,0,0,0.658,0.0,0.0,0.4,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324335339,土日の15時〜16時頃のテラスモール湘南のバイク駐輪場って混んでますか？,0,0
4,2026/1/16 5:52,園芸、ガーデニング,ぬるる,1分,0,1,1.0,0,0,0.64,0.0,0.0,0.39,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324335338,生花ってどれくらい持ちますか？ 去年の12月13日にもらった 花がまだ生きてます、、 え？造花？と思うくらいかわりません 毎日水かえてるけど、、 花の名前はわからない なんかでかい,0,0
5,2026/1/16 5:52,転職,bee********,1分,0,3,3.0,0,0,1.856,0.0,0.0,1.15,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324335337,気になってる求人があり応募するか迷ってます。 皆さんのご意見をお聞きしたいです。 その企業は26年10月から工場稼働する新規事業所設立のための募集求人なのですが、10月までは本社にて研修として働くこと...,0,0
6,2026/1/16 5:52,クレジットカード,1053306781,1分,0,1,1.0,0,0,0.6,0.0,0.0,0.38,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324335336,サウンドハウスはJCBで分割払いできますか？,0,0
7,2026/1/16 5:52,ニュース、事件,茶釜,1分,0,1,1.0,0,0,0.578,0.0,0.0,0.37,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324335335,市長の不倫騒動、その後の再当選で前橋市のイメージは悪くなりましたか？,0,0
8,2026/1/16 5:51,メンズ全般,lD非公開,2分,0,1,1.0,0,0,0.357,0.0,0.0,0.26,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324335333,ノースフェイスのダウンジャケットの種類は何がありますか？ヌプシと。,0,0
9,2026/1/16 5:51,恋愛相談、人間関係の悩み,a8369996d,2分,0,1,1.0,0,0,0.349,0.0,0.0,0.26,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324335334,至急です。コイン１００枚です。 私は今、高校３年生で好きな人がいます。 とは言っても、好きな人からはちょっと前までグイグイ来られていました。たくさん話してきました。ですが、インスタのdmで話そうよと来...,0,0
10,2026/1/16 5:51,競馬,凸,2分,0,2,2.0,0,0,0.685,0.0,0.0,0.51,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324335332,凸の一日一問！（第1473問） 【京成杯、過去レース？】 2025年、 3連単172万円！ 見てみよう。 1着②ニシノエージェント（津村） 2着⑫ドラゴンブースト（丹内） 3着③ミニトランザット（田辺...,0,0
11,2026/1/16 5:51,病気、症状,カッパz,2分,0,2,2.0,0,0,0.668,0.0,0.0,0.5,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324335331,最近水分補給している割に排尿量が少ない原因何ですか？蛋白はプラス1で心電図も異常ないですが、最近夜中こたつで寝る癖があって,0,0
12,2026/1/16 5:51,ゲーム,ゆーい,3分,0,1,1.0,0,0,0.329,0.0,0.0,0.25,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324335329,信長の野望 真戦について 画像の挑戦がクリアできないのでどなたかお力添えをお願いいたします！,0,0
13,2026/1/16 5:51,YouTube,1150793222,3分,0,1,1.0,0,0,0.322,0.0,0.0,0.24,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324335328,最近よく見かけるAIスピーカーのYouTubeの広告に映ってるこの人は誰ですか,0,0
14,2026/1/16 5:51,福祉、介護,*************,3分,0,0,0.0,0,0,0.0,0.0,0.0,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324335327,50歳で夏に失業してから就職活動するものの決まりません。 仕事が決まるまでの間と伝え生活保護を申請して通りますか？ 貯蓄財産はないです。,0,0
15,2026/1/16 5:51,学校の悩み,95672645,3分,0,2,2.0,0,0,0.62,0.0,0.0,0.47,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324335326,至急質問です。 テスト当日に欠席すると評価は下がりますか？ 中３です。期末テスト当日なのですが、昨夜から体調が悪くて欠席しようか迷っています。テスト当日に欠席しても別日に受けさせてもらえるのですが、当...,0,0
