ID,質問日時,カテゴリ,投稿者名,経過時間,回答数,閲覧数,回答難易度,共感数,回答リアクション総数,注目度,回答競争率,注目/競争比,ランキングポテンシャル,受付終了まで,URL,本文冒頭,マイフラグ,ベストアンサーフラグ
1,2026/1/16 7:45,カフェ、喫茶,kon********,6時間10分,1,15,15.0,1,0,0.041,6.67,0.01,0.44,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324336601,朝食にカフェラテってよくないですか？ パン一枚とカフェラテを一緒に飲むのは胃に負担がありますか？,0,0
2,2026/1/16 7:45,ゲーム,sweet_dream,6時間10分,0,33,33.0,0,0,0.089,0.0,0.0,0.09,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324336599,最近友達に薦められてハートピアスローライフを始めたのですが、その友達の誕生日が近い為、ゲーム内でプレゼントを送りたいです。 フレンドのプレゼントに送れるものが無いとなっているのですが、これは開拓者レベ...,0,0
4,2026/1/16 7:45,哲学、倫理,かみさま,6時間10分,4,58,14.5,0,0,0.157,6.9,0.02,0.69,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324336595,(^^) 楽しい死刑論 下記QAをどう思いますか？ Q1 大前提として、殺人は否定されます。 一方、防衛(危険性)的な殺人に『正当性』が生じ得ること云うに及ばず。 死刑も殺人の一つでございますから『正...,0,0
5,2026/1/16 7:45,プレイステーション4,c43384f9e,6時間10分,0,4,4.0,0,0,0.011,0.0,0.0,0.01,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324336593,fortniteについてです。 先日アカウントが誤banされ異議申し立てが通り、 解除のメールが届いたのですが、「アカウントがアクティブでないため」とでてきます。 どのくらい経てば解除されるのでしょう...,0,0
6,2026/1/16 7:45,法律相談,ウタ,6時間10分,2,26,13.0,0,0,0.07,7.69,0.01,0.34,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324336592,脅迫罪では緊急逮捕出来ないんですか？,0,0
7,2026/1/16 7:45,数学,b5182da74,6時間10分,2,23,11.5,0,0,0.062,8.7,0.01,0.33,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324336591,この問題がわかりません。 （2）で(OA+BP)×BAでBPが(x-3）になるようなのですがなぜなのでしょうか7-xになるように思えてしまいます。よろしくお願いします。,0,0
8,2026/1/16 7:44,家族関係の悩み,1253104346,6時間11分,2,13,6.5,0,0,0.035,15.38,0.0,0.3,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324336589,児童養護施設にお子様を入所させた方に聞きたいです。幼児（５才年中）で児童養護施設に入所して何年で自宅に帰ってこれましたか？ 小学生になる頃には帰ってきてほしいと思っています。私は祖母です。帰ってきても...,0,0
9,2026/1/16 7:44,大学,aaa,6時間11分,3,24,8.0,0,0,0.065,12.5,0.01,0.47,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324336588,"学士の卒論について質問です. 私の研究室の教授は ""致命的なミスや剽窃以外はチェックを入れるつもりはない,それはこの卒論を一つの恥として一生背負ってもらいたいからである"" と言い,その方針からか私の卒...",0,0
10,2026/1/16 7:44,男性アイドル,a2b96f8aa,6時間11分,0,11,11.0,0,0,0.03,0.0,0.0,0.03,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324336587,ゲート判明したら下3桁提示するっていうのは売り手側、買い手側それぞれなんのメリットデメリットがありますか？,0,0
11,2026/1/16 7:44,料理、食材,ja3mwxx,6時間11分,1,13,13.0,0,0,0.035,7.69,0.0,0.17,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324336586,今の時期のお弁当についてです。 前日にウインナーと玉子焼きをやいたものを、次の日のお弁当にいれても大丈夫でしょうか？ お弁当は体育館においておきます。,0,0
12,2026/1/16 7:44,恋愛相談、人間関係の悩み,非公開,6時間11分,2,29,14.5,0,0,0.078,6.9,0.01,0.35,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324336584,男性の方へ質問です！ 会社の同僚女性との電話で、 相手の女性の相槌が、 色気むき出しのような う〜ん って吐息を吐くような声だったら 何か思いますか？ 先日お休みの時に業務連絡と言うか相談で夫に電話が...,0,0
13,2026/1/16 7:44,マインクラフト,クロチ,6時間11分,0,6,6.0,0,0,0.016,0.0,0.0,0.02,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324336583,マインクラフトのPVPに詳しい人に質問です。僕はswitchでhiveを遊んでいるのですが中々コンボが出来ず勝率も悪いです。 一応ベッドウォーズのレベルは51あるのですが、レベルのわりに勝率が低すぎる...,0,0
14,2026/1/16 7:44,企業と経営,ＩＤ非公開,6時間12分,1,7,7.0,0,0,0.019,14.29,0.0,0.15,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324336582,三菱商事って、日本にライバル企業はありますか？,0,0
15,2026/1/16 7:44,レディースバッグ、財布、小物類,mom********,6時間12分,2,40,20.0,0,0,0.108,5.0,0.02,0.38,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324336580,女の人ってバッグ好きな人多いですよね なぜ同じような形のバッグを買いたがるのですか？ 荷物の移動めんどくさくないですか？,0,0
16,2026/1/16 7:44,発達障害,匿名,6時間12分,4,45,11.2,1,2,0.121,8.89,0.01,1.09,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324336579,発達障害の検査を受けたいです。 今は毎日強い不安と気分の浮き沈みが激しいこと職場や人が多いとこに行くと体が震える症状があります。仕事のちょっとしたミスや忘れ物無くし物も増えてきました。 看護師の知人に...,0,0
17,2026/1/16 7:44,クレジットカード,horizon,6時間12分,7,75,10.7,0,36,0.201,9.33,0.02,4.03,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324336578,三井住友カードを作る場合は国際ブランドはVISAとMasterどちらを選びますか？ 簡単な理由もお願いします。,0,0
18,2026/1/16 7:44,ライブ、コンサート,じゃむず,6時間12分,1,55,55.0,0,0,0.148,1.82,0.08,0.28,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324336576,ミセスグリーンアップルのゼンジン2026に応募したんですけど未成年1人での入場は可能ですか？,0,0
19,2026/1/16 7:44,友人関係の悩み,sho********,6時間12分,4,24,6.0,0,0,0.064,16.67,0.0,0.6,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324336575,10代でモテなかった人が20代になってモテる人になるように、30代でモテなかった人が40代になってモテるようになることはありますか？,0,0
20,2026/1/16 7:44,文房具,eri********,6時間12分,0,4,4.0,0,0,0.011,0.0,0.0,0.01,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324336573,システム手帳について質問です。 Micro5(m5)に5×5のメモを貼り付けて使用したいのですが、メモがリフィルの穴に干渉してしまうでしょうか？ 使用するリフィルはアシュフォードのメモリーフ ライトを...,0,0
21,2026/1/16 7:43,絵画,えあー,6時間13分,1,18,18.0,0,0,0.048,5.56,0.01,0.18,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324336572,クリスタ初心者です このタブ？って消しても大丈夫なんですか？(T_T) 漫画を描いているんですけど一枚絵が描きたくなって…,0,0
22,2026/1/16 7:43,職場の悩み,bd9d4d6c3,6時間13分,2,41,20.5,0,0,0.11,4.88,0.02,0.38,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324336571,これはパワハラになるのかどうかを教えてください。 俺は関係ないのですがうちの会社は面倒事は無かったことにしてってのがモットーなわけで それに気がついた人はどんどんやる気無くして辞めていくような会社でし...,0,0
23,2026/1/16 7:43,自動車,vip********,6時間13分,2,22,11.0,0,0,0.059,9.09,0.01,0.33,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324336570,BMWのヘッドライトについて。 ヘッドライトの表面がザラザラ(細かいヒビが入ってる状態)してるんですが、キレイになりますか？夜間にライトを点けるとそこだけ目立ちます。ヘッドライト交換しないとダメでしょ...,0,0
24,2026/1/16 7:43,料理、食材,1574********,6時間13分,7,41,5.9,0,0,0.11,17.07,0.01,1.04,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324336569,今日は、こってりしものを食べるぞー！ と思った時、何を食べますか？ 飲食店限定で！,0,0
25,2026/1/16 7:43,学校の悩み,bc53cee6b,6時間13分,3,16,5.3,0,2,0.043,18.75,0.0,0.6,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324336568,通信制の千葉大宮高校への入学を考えています。 そこで質問なのですが、なんちゃって制服で通っている方はいますか？また、浮いてしまうことはありますか？ 私服OKの学校とのことなので、実際の雰囲気が分からず...,0,0
26,2026/1/16 7:43,税金,非公開,6時間13分,1,22,22.0,0,1,0.059,4.55,0.01,0.27,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324336567,会社での年末調整で、 自分の障害者控除をすっかり忘れて申告しました(昨年11月提出済み) なので、確定申告しようと思うのですが 今年は医療費控除もないし、 障害者控除以外は もらしたものありません。 ...,0,0
27,2026/1/16 7:43,病気、症状,非公開,6時間13分,4,26,6.5,0,0,0.07,15.38,0.0,0.6,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324336566,肥大型心筋症と診断されました。 これから毎月、大学病院に通い 診察、投薬を受けます。 国が指定する難病です。 今働いている会社には この病気になったことを 知らせた方がいいのでしょうか。,0,0
28,2026/1/16 7:43,文学、古典,1252053740,6時間14分,1,8,8.0,0,0,0.021,12.5,0.0,0.15,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324336565,以下の文書を現代語訳してください 今者我カ政府前途多端ノ國用ニ供シ，且ツ内外ノ貿易ニ便スル 爲メニ新様ノ貨幣ヲ鑄造シテ之ヲ發行シ，以テ舊來ノ貨幣ト並行セシムルノ議ヲ決セリ。 新貨ノ其ノ本位ニ充ル者重量...,0,0
29,2026/1/16 7:43,コンタクトレンズ、視力矯正,bbf8665c2,6時間14分,3,25,8.3,0,0,0.067,12.0,0.01,0.47,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324336563,視力、メガネ 自分は中3くらいから遠くが見えなくてその時にメガネを買いました。ですが、授業中にかける程度で、高校に上がってからは、メガネはかけずに前の方に座っていたのですが、今回は仕方なく後ろになりま...,0,0
30,2026/1/16 7:43,手芸,c3153432c,6時間14分,2,25,12.5,0,4,0.067,8.0,0.01,0.65,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324336562,編みぐるみについてです。 何故か何度編み直しても3-4段目からうねってしまいます… 調べても編む際の高さがと出てきますが気にして編むようにしてます。 原因が分かりません…他に気にした方が良いことあれば...,0,0
31,2026/1/16 7:43,鉄道、列車、駅,1150198369,6時間14分,3,29,9.7,0,0,0.077,10.34,0.01,0.48,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324336561,モバイルPASMOについて質問です。 モバイルPASMOの定期券を初めて購入したのですが改札が通れません。Suicaなら通ります。駅員さんと会話をしたのですがモバイルは相談できませんと言われてしまいま...,0,0
32,2026/1/16 7:43,生き方、人生相談,非公開,6時間14分,3,36,12.0,0,2,0.096,8.33,0.01,0.66,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324336560,至急 サシ飲みをした後にカラオケへ誘い終電まで一緒にいる仲の同棲している彼女持ちの男がカラオケで言う、手は出さないよはほんとに思っていいますか？下心しかないですか？(' ' ;),0,0
33,2026/1/16 7:42,大学受験,1252653563,6時間15分,0,21,21.0,0,0,0.056,0.0,0.0,0.06,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324336559,大学受験する者です。 僕は夏休みまで部活に勤しんでいて受験勉強というものはほとんどしてきませんでした。部活を辞めてから、夏休みもドブに捨てて秋からようやく他の人よりは劣るものの勉強をはじめました。そし...,0,0
34,2026/1/16 7:42,職業,ID 非公開,6時間15分,1,14,14.0,0,0,0.037,7.14,0.01,0.17,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324336558,例えば彼女や奥さんがこのような仕事をしていたら恥ずかしく思いますか？ 貿易船向けの船用品などを提供している専門商社(中小企業)の営業事務として働く女性には地味な印象を持ちますか？ 仕事で英語は使ったり...,0,0
35,2026/1/16 7:42,海外ドラマ,yuya,6時間15分,0,6,6.0,0,0,0.016,0.0,0.0,0.02,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324336557,マペット・ショーの新録版ってJ:COMで放送しませんでしたか？ マペット放送局とは違い、歌が日本語でした。 以前からマペット放送局がマペット・ショーとゴッチャになるんです。 おまけにマペット放送局でカ...,0,0
36,2026/1/16 7:42,恋愛相談、人間関係の悩み,ヲタク,6時間15分,3,52,17.3,0,0,0.138,5.77,0.02,0.54,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324336556,夢の中の話なのはわかっているのですが、 夢の内容は 彼氏が友達に電話出呼び出されデート中に行きました。 彼氏からの連絡を待っていたら知らない番号から電話がかかってきて、女の人の声がし、後ろで彼氏の声も...,0,0
