ID,質問日時,カテゴリ,投稿者名,経過時間,回答数,閲覧数,回答難易度,共感数,回答リアクション総数,注目度,回答競争率,注目/競争比,ランキングポテンシャル,受付終了まで,URL,本文冒頭,マイフラグ,ベストアンサーフラグ
1,2026/1/15 7:49,自動車,a36dc2c72,4分,0,1,1.0,0,0,0.235,0.0,0.0,0.19,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324303005,中古でアウディのQ5を購入しようと考えているのですが、国産のハリアーやヴェゼルと比べてどのくらい維持費が変わるのでしょうか？,0,0
2,2026/1/15 7:49,国内,Id非公開,4分,3,4,1.3,0,0,0.92,75.0,0.01,28.81,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324303004,秩父市は埼玉県なのになぜクマいるのですか？ さいたま市などにはクマはいないです。,0,0
3,2026/1/15 7:49,ゲーム,ba7418744,4分,0,1,1.0,0,0,0.228,0.0,0.0,0.19,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324303003,フォートナイトのボイスチャットについて質問です。以前は聞こえてたのに自分の声が相手に聞こえなくなってしまって、どうしたらいいか分からず…設定などはちゃんとしてあります。 相手がPS4だと会話できるので...,0,0
4,2026/1/15 7:49,鉄道ファン,s60********,4分,1,1,1.0,0,0,0.225,100.0,0.0,9.36,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324303002,東北新幹線が八戸や新青森に延びた時、なぜ「むつ」ではなかったのですか？ かつて原子力船で使われた名前を新幹線で復活させるとまずいからですか？ かつて存在した東北新幹線の各停のあおばはなぜ仙台まで行った...,0,0
5,2026/1/15 7:48,ゲーム,yuu********,5分,0,1,1.0,0,0,0.182,0.0,0.0,0.15,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324303001,これってスローロールに当たりますか？ 最近オフラインのポーカーを始めたのでマナーなどよく分かってないことが多々あるので質問します。 お互い70BBほど持っている状態です 自分がSBからTJオフスーツで...,0,0
6,2026/1/15 7:48,高校受験,m,5分,0,1,1.0,0,0,0.18,0.0,0.0,0.15,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324303000,中学受験時代､ SAPIX偏差値で51~53あった場合 高校受験だとどれくらいの偏差値帯になるのでしょうか,0,0
7,2026/1/15 7:48,恋愛相談、人間関係の悩み,Ariii2121,5分,1,16,16.0,0,0,2.845,6.25,0.46,9.96,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324302999,別れ話の時、彼から、〇〇は可愛くて優しいからすぐに良い人見つかるよと言われたので、別れ待ちの人はいるよと言いました。すると彼から、連絡するの？と聞かれました。 少しは気になってくれたって事ですかね？ ...,0,0
8,2026/1/15 7:48,テレビゲーム全般,jut********,5分,0,1,1.0,0,0,0.176,0.0,0.0,0.15,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324302998,ニンテンドースイッチのゲームカードと、PS5のブルーレイディスクはどちらが高価ですか？,0,0
9,2026/1/15 7:48,家族関係の悩み,カイト,5分,1,7,7.0,0,0,1.216,14.29,0.09,8.44,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324302996,火災保険についてなんですが、旦那さんの親と住んでいます。 同じ家に1Fが親、2Ｆが私と旦那で キッチン、トイレ、風呂全て別にしてます。 玄関は、一緒です。 土地と建物は旦那さん名義です。 土地と建物が...,0,0
10,2026/1/15 7:48,インフルエンザ,tos********,5分,1,2,2.0,0,0,0.343,50.0,0.01,7.62,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324302997,30歳の会社員です。 先日インフルエンザになりました。 まだ転職して１ヶ月半なのですが、人事評価に絶対影響すると思います。 上司に聞いたら診断書出せばそれは大丈夫と言われましたが、信用できません。 だ...,0,0
