ID,質問日時,カテゴリ,投稿者名,経過時間,回答数,閲覧数,回答難易度,共感数,回答リアクション総数,注目度,回答競争率,注目/競争比,ランキングポテンシャル,受付終了まで,URL,本文冒頭,マイフラグ,ベストアンサーフラグ
1,2026/1/17 19:41,病気、症状,yum********,4分,0,6,6.0,0,0,1.32,0.0,0.0,1.08,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324387914,足の裏に黒い点ができたのですが、これは病院に行くべきですか？ メラノーマ？とも思ったんですが検索した画像とはちょっと違うなと。 子供のおもちゃを踏んだりもしてないので傷でもないです。 様子を見て大きさ...,0,0
2,2026/1/17 19:41,タブレット端末,まま,4分,0,1,1.0,0,0,0.217,0.0,0.0,0.18,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324387913,iPadでウィンドウ表示にするモードがあると思うんですが、その時は画面端からフリックして前に戻るとかの操作はできなくなりますか？,0,0
3,2026/1/17 19:41,俳優、女優,17320508,4分,0,3,3.0,0,0,0.645,0.0,0.0,0.53,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324387911,よく広告で『映画やドラマの出演者募集』と言うのを見かけます あれって本気で出演者を募集しているのでしょうか？ それともそれを餌にして、登録料やレッスン料で儲けるためのものでしょうか？ 友人から一緒にオ...,0,0
4,2026/1/17 19:41,ローン,bde5f8d,4分,0,1,1.0,0,0,0.211,0.0,0.0,0.17,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324387912,借金返済について質問です。 現在の借り入れ状況が ①43万→利息18％ 返済 13000 ②34万→利息18％ 返済 11000 ③25万→利息なし 返済 170000 ④12万→利息なし 返済 50...,0,0
5,2026/1/17 19:41,高校受験,b46b6098e,4分,0,2,2.0,0,0,0.418,0.0,0.0,0.35,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324387910,國學院高校の入試において第1回と第3回で問題数がかなり違うのはなぜですか,0,0
6,2026/1/17 19:41,イヌ,rpg********,4分,0,2,2.0,0,0,0.413,0.0,0.0,0.34,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324387909,犬を飼っていて、子宮蓄膿症の手術することになりました いつものかかりつけの病院で子宮蓄膿症を指摘され、手術をすすめられ、説明などがあまりなくすぐに手術の予約をとらされました。そこで少し不信感を持ってし...,0,0
7,2026/1/17 19:41,デンタルケア,ab78aa1fc,4分,0,1,1.0,0,0,0.203,0.0,0.0,0.17,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324387908,歯の矯正を考えています。 高校1年生です。 中学生くらいから歯並びが周りに指摘されて気になり始めました。でも何を思ったのか特に気にせず親にも相談しませんでした。ですが最近高校になってかなり自分が変わっ...,0,0
8,2026/1/17 19:41,生き方、人生相談,vyj********,4分,0,4,4.0,0,0,0.805,0.0,0.0,0.67,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324387907,男性ですが性別を間違えて生まれてきたのかもしれません。男性として生きていて、ツラいです。性自認も男性ですし性転換は考えておりません。ただ単に自分の性別にあまりいい印象を持っておりません。 男として生き...,0,0
9,2026/1/17 19:41,釣り,小四郎,5分,0,1,1.0,0,0,0.199,0.0,0.0,0.17,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324387905,【バス釣り】ポッパーを使うときのロッドのテーパーについて 私は現在、ポッパー用にヒロ内藤さんのシグネーチャーモデルであるSMITH社のカリプソSJ2というロッドを購入しようか悩んでおり、質問を投稿させ...,0,0
10,2026/1/17 19:41,メイク、コスメ,c375bc265,5分,0,1,1.0,0,0,0.197,0.0,0.0,0.16,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324387906,2000円以内でパケが可愛いイエベ向きのコスメってありますかᵕ̩̩_ᵕお友達の誕生日にプレゼントしたいのですが悩んでいます、、,0,0
