質問日時,カテゴリ,投稿者名,経過時間,回答数,閲覧数,共感数,回答リアクション総数,注目度,回答競争率,注目/競争比,ランキングポテンシャル,受付終了まで,URL,本文冒頭
2026/1/12 16:12,プレイステーション4,非公開,0分,0,4,0,0,4.985,0.0,0.0,2.22,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324212538,プレイステーションプラスプレミアムに約半額で入ったのですが、プレミアムって元取れますか？あと、SONYもそうだけど多分来年会員になってたら、安くしてくれないでしょう？新規ばかり安くして。
2026/1/12 16:12,文学、古典,0141 naoki,0分,0,0,0,0,0.0,0.0,0.0,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324212539,私の知恵袋バグが起きてしまっていますが質問させて下さい。 源氏物語についてです。 源氏物語の雪について調べたいなと思っており、先行研究を読み 〇雪はたんに人々の心情をうつし得るものとしてあるにとどまら...
2026/1/12 16:12,読書,James1950s,0分,0,0,0,0,0.0,0.0,0.0,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324212537,白川 静 『回思九十年』この書籍はおすすめでしょうか?
2026/1/12 16:12,観光地、行楽地,あ,0分,0,0,0,0,0.0,0.0,0.0,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324212535,2月に旅行でマドリードのプラド美術館に行くのですが、ガイドブック付きのチケットにするか迷っています。 芸術には疎く、そこまでガッツリ見ようと思ってる訳でもないので要らないかなとは思っているのですが、ガ...
2026/1/12 16:12,料理、食材,1051564897,0分,0,0,0,0,0.0,0.0,0.0,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324212536,最近、緑茶を飲むようになりまして。色んな銘柄を飲んでいたんですね。 それで500円の奴を買ってきて飲んだんですけども、なんというか、醤油というか塩というか出汁というか、全体的にしょっぱいんです。 最初...
2026/1/12 16:12,受験、進学,明日香,0分,0,0,0,0,0.0,0.0,0.0,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324212534,進路について相談にのってほしいです、、 今高２で、明日進路希望（最終）を出さなければならないです。自分は看護師を目指していて理系の生物を選択しました。 そして3年生になると、理系がふたつに分かれ、理1...
2026/1/12 16:12,恋愛相談、人間関係の悩み,af6b9d44,0分,0,0,0,0,0.0,0.0,0.0,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324212533,早急お願いしたいです DMでちょっと喋ったことある人（好きピ）に好きバレしました 好きバレは多分私がイニシャルとかその人のことを書いて親しい人たちだけに公開したからです そしたらその人の友達からDMが...
2026/1/12 16:12,スマホアプリ,lD非公開,0分,0,1,0,0,1.246,0.0,0.0,0.55,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324212532,にゃんこ大戦争で癒術師がゲット出来る可能性はゼロですか？ 宇宙編のアグハムムが難し過ぎて… メルストがサ終していたら無理ですか？ 消滅都市はサ終してもコラボしたんですよね？
2026/1/12 16:12,恋愛相談、人間関係の悩み,逢魔,0分,0,1,0,0,1.246,0.0,0.0,0.55,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324212531,自分は高校生なのですが、4ヶ月目の2つ下の彼女がいます。そしてその彼女には幼馴染(男性)がいます。 それで彼女はその幼馴染と遊ぶ時はすっぴんを見せていて、自分には見せてくれません。 もしかしたら冷めら...
2026/1/12 16:12,派遣,nao********,0分,2,2,0,0,2.492,100.0,0.02,56.59,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324212530,テンプスタッフのスキルチェックをしました。テンキ－・入力チェックは問題なくできましたが、Excelの文章で回答する問題ができませんでした。 お仕事紹介していただくのは難しいですか？
2026/1/12 16:12,生理,あ,0分,0,2,1,0,2.492,0.0,0.0,56.59,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324212529,普通に考えて女にだけ月経があるって理不尽すぎませんか？ 18男です。ネットで「生理のことをわかってない彼氏が…」のような話が多くあり、こんな男になりたくないなと思いネットで情報を漁ると、椅子に血が着い...
2026/1/12 16:12,大学受験,1252503605,0分,2,3,0,0,3.739,66.67,0.06,57.14,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324212527,京都産業大学文系は3教科でだいたい何割くらい取れば合格ですか？
2026/1/12 16:12,小説,c1eb6d78a,0分,0,1,0,0,1.246,0.0,0.0,0.55,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324212528,児童小説について質問です。 子供の頃に呼んだ本のタイトルが知りたいです。内容はあやふやなんですが、現代の女の子が親と喧嘩して住宅街を彷徨いてたらいつの間にか山姥のいる家に着きそこで楽しく過ごしたりしま...
2026/1/12 16:11,ゲーム,かんかん,1分,0,1,0,0,0.555,0.0,0.0,0.36,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324212525,"イーフト復帰勢です。守備がクソ下手です。 ここ3シーズン(11月頃)くらいで復帰しましたが、昔より守備が難しくアドバイスをいただきたいです。 Division2の1,500,000位位まではいけるんで..."
2026/1/12 16:11,ゲーム,1150003215,1分,0,2,0,0,1.11,0.0,0.0,0.71,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324212526,原神Luna4が始まりますがコロンビーナを引く場合、イネファか茲白どちらを引いた方がいいですか？今のところナドクライキャラはアイノしか持ってません。
