ID,質問日時,カテゴリ,投稿者名,経過時間,回答数,閲覧数,回答難易度,共感数,回答リアクション総数,注目度,回答競争率,注目/競争比,ランキングポテンシャル,受付終了まで,URL,本文冒頭,マイフラグ,ベストアンサーフラグ
1,2026/1/13 19:53,学校の悩み,！,5時間3分,3,72,24.0,3,0,0.237,4.17,0.06,1.71,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324254487,すごく疲れました。けど休めないです。 高校生です。 とにかく色んなことに疲れました。勉強も人間関係も学校も、好きだし楽しいしやりたいけどもう全部捨ててどっかに行って消えたいです。 だけど、まだ私の人間...,0,0
2,2026/1/13 19:52,薄毛、抜け毛,ＮＯＺ,5時間4分,0,10,10.0,0,0,0.033,0.0,0.0,0.03,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324254485,早熟のため身長治療でプリモボラン2錠服用中です。 11歳8ヶ月の男の子です。 抜け毛が多いです。抜け毛が枕には10本、お風呂の湯船にも5、6本浮かんでいます。 プリモボラン飲んでいたら抜け毛多くなりま...,0,0
3,2026/1/13 19:52,爬虫類、両生類,1153158969,5時間4分,2,9,4.5,0,0,0.03,22.22,0.0,0.36,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324254486,赤ちゃんのミドリガメとニシキマゲクビガメを同じ水槽で飼育しているのですが、ミドリがマゲクビの背中に無理やり乗っててマゲクビがめちゃくちゃ嫌がってます。 マゲクビが逃げるのでミドリがめっちゃ追いかけ回し...,0,0
4,2026/1/13 19:52,X（旧Twitter）,非公開,5時間4分,2,16,8.0,1,3,0.053,12.5,0.0,1.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324254484,X(旧Twitter)につきまして、イーロン・マスクが買収してから雰囲気がどのように変わったと感じますか？,0,0
5,2026/1/13 19:52,家族関係の悩み,1150213416,5時間4分,2,23,11.5,0,0,0.075,8.7,0.01,0.4,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324254483,至急お願いします。 実家が狭いアパートで私以外の家族はみんなタバコを吸います。なので家中タバコ臭くて服にも体にも一瞬で臭いが付きます。お金がなくて家を借りれないんですが対策はありますでしょうか、、？？...,0,0
6,2026/1/13 19:52,占い,非公開,5時間4分,3,118,39.3,0,0,0.387,2.54,0.15,0.88,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324254482,インスピレーションでメッセージをお伝えする占いをしています どなたか無料でメッセージを受けたい方いらっしゃいますか？,0,0
8,2026/1/13 19:52,飛行機、空港,har********,5時間4分,3,24,8.0,0,0,0.079,12.5,0.01,0.57,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324254480,初めて飛行機乗った時、一番の感想は？ 自分は離着陸時の外の風景、ミニカーが走ってる！が特に。,0,0
9,2026/1/13 19:52,恋愛相談、人間関係の悩み,1052660782,5時間4分,5,105,21.0,0,4,0.344,4.76,0.07,1.55,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324254476,マチアプで出会った相手が共働きを望んでいた場合 アラサー女です。 35歳の男性から猛アプローチを受けていて、デートを重ね、次で告白するようなことを言われました。 性格も良く、ハキハキした気遣いをよくし...,0,0
10,2026/1/13 19:52,恋愛相談、人間関係の悩み,虹,5時間5分,0,2,2.0,0,0,0.007,0.0,0.0,0.01,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324254479,会話の中で虹(私)ちゃんて他の男性が言ったら好きな人がニヤけました なぜですか？ 後はこないだ好きぴが久しぶりにメガネをかけてたら私はチラ見ぐらいしてたら好きぴは動揺してたっぽいです 脈アリですか？ ...,0,0
11,2026/1/13 19:52,大学受験,arm********,5時間5分,0,7,7.0,0,0,0.023,0.0,0.0,0.02,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324254477,大学入試の数学って過去問を解き続ける方でなんか適応？していく感じがするんですけどそう言うことってありますか？ 癖が強いところはもちろん、あまり癖がないと言われている入試でも最初は全然解けなくて、その後...,0,0
