質問日時,カテゴリ,投稿者名,経過時間,回答数,閲覧数,共感数,回答リアクション総数,注目度,回答競争率,注目/競争比,ランキングポテンシャル,受付終了まで,URL,本文冒頭
2026/1/11 16:05,ボクシング,aaaaaaaaaaaaaa,0時間0分,2,0,3,0,0.0,0.0,0.0,296.22,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324175803,野球部出身者にボクシングをさせたら、ある程度強くなる可能性が高いですか
2026/1/11 16:05,男性アイドル,a27408258,0時間0分,0,0,3,0,0.0,0.0,0.0,222.17,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324175802,この道枝駿佑くんの画像は雑誌の厚紙でしょうか？切り抜きでしょうか？カレンダーでしょうか？ わかる方い...
2026/1/11 16:05,大学受験,1151148057,0時間0分,0,0,3,0,0.0,0.0,0.0,222.17,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324175801,東京工科大学の共通テスト利用高得点3科目型を受験する予定なのですが、この3科目は物理、数学1.a、英...
2026/1/11 16:05,オークション、フリマサービス,1250223317,0時間0分,0,0,3,0,0.0,0.0,0.0,222.17,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324175800,任天堂のSwitch 2今年中にYahooフリマとオークションで販売可能になると思いますか？
2026/1/11 16:05,ヒト,137,0時間0分,0,0,3,0,0.0,0.0,0.0,222.17,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324175798,しみじみ思うんだけど、失言しちゃう、って事はメタ認知能力が低いっていう自分の至らない部分を露呈する事...
2026/1/11 16:05,高校受験,あ,0時間0分,2,0,3,0,0.0,0.0,0.0,296.22,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324175799,慶応女子高校の入試って英語が合格の決め手なんですか？数学、国語が7割とれてたとしても英語8割ほど取れ...
2026/1/11 16:04,レディース腕時計、アクセサリー,a5439b691,0時間1分,0,0,3,0,0.0,0.0,0.0,127.64,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324175797,今日好きに出ていたゆまちゃん（谷村優真ちゃん）がつけていたリボンバレッタ、どこのかわかる人いらっしゃ...
2026/1/11 16:04,恋愛相談、人間関係の悩み,fuk********,0時間1分,0,0,3,0,0.0,0.0,0.0,127.64,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324175796,周りの目を気にして好きな女性に話しかけられても素っ気なくしてしまった場合、後悔することはありますか？
2026/1/11 16:04,英語,非公開,0時間1分,0,0,3,0,0.0,0.0,0.0,127.64,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324175795,Tier 4 というのはどんな意味ですか？法律家かなんかですか？ 米国株のレベル４？に関係してるみた...
2026/1/11 16:04,就職活動,1253323661,0時間1分,0,0,3,0,0.0,0.0,0.0,127.64,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324175794,ちょっと緊急です！！！！！！！！！！！ 色々あって、おんらいんでの面接があったのですが焦ってマイクを...
2026/1/11 16:04,言葉、語学,コンコルド打法,0時間1分,2,0,3,0,0.0,0.0,0.0,170.19,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324175793,★兄 ①big brother ②elder brother ※弟 ①small brother ②...
2026/1/11 16:04,タブレット端末,するめいか,0時間1分,0,1,3,0,0.689,0.0,0.0,128.07,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324175792,iPadに詳しい方に質問です。 今高校一年です。河合塾に入塾するかもしれなかったり、勉強用ためでのi...
2026/1/11 16:04,鉄道、列車、駅,かすが1号,0時間1分,0,1,3,0,0.689,0.0,0.0,128.07,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324175791,この様な雰囲気の国鉄線区のローカル駅が知りたいです ①単線1面ホーム ②側線あり（農産物他、貨物荷卸...
2026/1/11 16:04,大学受験,あ,0時間1分,0,2,3,0,1.379,0.0,0.0,128.49,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324175790,筑波大学生物志望なんですが、いまだに共通テスト駿台アタマ➕で730を出したのが最高で本番8割いけます...
2026/1/11 16:04,ゲーム,GD,0時間1分,0,1,3,0,0.689,0.0,0.0,128.07,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324175789,最近、Switch２を購入したのでゼルダの伝説ブレスオブザワイルドとティアーズオブザキングダムをやり...
2026/1/11 16:04,恋愛相談、人間関係の悩み,cnf********,0時間1分,0,4,3,0,2.758,0.0,0.0,129.34,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324175788,パパ活しているんですが、いつもとパパの様子がおかしくて、おどおどしていたんで「盗撮か盗聴してる」と気...
2026/1/11 16:04,アニメ,1150989441,0時間1分,0,1,3,0,0.689,0.0,0.0,128.07,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324175786,このアニメキャラは誰ですか？
2026/1/11 16:04,高校受験,cef249fcb,0時間1分,0,3,3,0,2.068,0.0,0.0,128.92,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324175785,至急お願いします 入試などの国語テストで作文が出ると思うのですが、やはりテストが始まってから一番最初...
2026/1/11 16:04,コンタクトレンズ、視力矯正,lll*************,0時間1分,0,4,3,0,2.758,0.0,0.0,129.34,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324175784,視力がよくなる？ 田舎移住で目がよくなりますかね？ 教えてください よろしくお願いいたします 都会の...
2026/1/11 16:04,ギター、ベース,boo********,0時間1分,0,1,3,0,0.689,0.0,0.0,128.07,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324175781,エレキギターのオーダーメイドはあまり良くはないのでしょうか？ 色々調べてみると良い評判は少ない様に感...
2026/1/11 16:04,読書,ＩＤ非公開,0時間1分,0,0,3,0,0.0,0.0,0.0,127.64,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324175782,娘が自分より美しいことに嫉妬&子育て面倒だった実母は金持ちの男と逃げ 実父が連れて来た義母は、一人娘...
2026/1/11 16:04,ヘアケア,ろしまる,0時間1分,0,1,3,0,0.689,0.0,0.0,128.07,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324175780,美容師さんに質問です！！！ 1ヶ月後には髪の毛を染めたいと思っているのですが、この髪の毛ではブリーチ...
2026/1/11 16:04,iPhone,非公開,0時間1分,0,3,3,0,2.068,0.0,0.0,128.92,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324175778,iPhone17を9Vで充電したいのですが、 15Vになってしまいます。 iPhone17は9V充電...
2026/1/11 16:04,恋愛相談、人間関係の悩み,貧しい血液,0時間1分,0,4,3,0,2.758,0.0,0.0,129.34,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324175777,以前から友達に恋愛がしたいと相談していたところ、友達が紹介の紹介（？）で異性（男性）を紹介してくれま...
2026/1/11 16:04,ファッション,1152537693,0時間1分,0,3,3,0,2.068,0.0,0.0,128.92,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324175776,娘がヒールのある靴を履きたがっているので、休みの日に短い時間限定で履かせているのですが… 歩いている...
2026/1/11 16:04,Amazon,のろ,0時間1分,0,2,3,0,1.379,0.0,0.0,128.49,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324175775,中学生です。アダルトグッズをAmazonで購入したいと思っています。PayPayで支払いをしようと思...
2026/1/11 16:04,動画、映像,匿名,0時間1分,0,1,3,0,0.689,0.0,0.0,128.07,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324175773,つるなかのたっちょさんはどなたの動画に出ていたのですか？
2026/1/11 16:04,プロ野球,1053231808,0時間1分,0,1,3,0,0.689,0.0,0.0,128.07,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324175774,鎌ヶ谷スタジアムで行われている選手たちを見るためには何時頃に行けばよいでしょうか？寮から鎌スタへの道...
2026/1/11 16:03,鉄道、列車、駅,説教猫,0時間2分,0,2,3,0,0.816,0.0,0.0,90.14,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324175772,生駒ケーブルの車両で、カップルっぽい組み合わせ考えてください。 私は、ブルとミケ、ドレミとスイートで...
2026/1/11 16:03,就職活動,リリアン,0時間2分,0,6,3,0,2.449,0.0,0.0,91.33,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324175771,試用期間中の退職は履歴書に書く必要があるのでしょうか？ ３ヶ月でやめた場合など・・ 履歴書に３ヶ月で...
2026/1/11 16:03,恋愛相談、人間関係の悩み,非公開,0時間2分,0,3,3,0,1.224,0.0,0.0,90.44,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324175770,マッチングアプリをやられている方にお聞きしたいのですが、実際に付き合うまで何人と会いましたか？
2026/1/11 16:03,飲食店,bri********,0時間2分,0,2,3,0,0.816,0.0,0.0,90.14,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324175769,レストランについて。 結婚記念日でレストランディナーを考えています。予算は1人、1万〜1万5千円（2...
2026/1/11 16:03,学校の悩み,1251094757,0時間2分,0,5,3,0,2.041,0.0,0.0,91.04,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324175768,至急です！進研模試があって自分のスマホのアラームが鳴ってしまったのですが、最初自分のスマホだと気づか...
2026/1/11 16:03,ゲーム,c4c2a894a,0時間2分,0,2,3,0,0.816,0.0,0.0,90.14,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324175767,誰かフォトナ版のスティルザブレインロットで家（ノーマルで可）をくださいませんか？ 家以外でもドラゴン...
2026/1/11 16:03,ドラマ,c6be470ec,0時間2分,0,0,3,0,0.0,0.0,0.0,89.54,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324175766,墜落jkと廃人教師のドラマについて質問です。 episode5焦死（夏祭りに行く回）の8分10秒あた...
2026/1/11 16:03,職場の悩み,a4c13903,0時間2分,0,4,3,0,1.632,0.0,0.0,90.74,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324175765,ミニストップのバイトやばすぎませんか？ 私のところだけかもしれないんですが、セクハラやばくて、あと店...
2026/1/11 16:03,ヘアスタイル,h80********,0時間2分,0,1,3,0,0.408,0.0,0.0,89.84,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324175764,髪型について 現在黒髪、レイヤー無しの胸あたりの長さです。ずっとボブからミディアムぐらいでレイヤー無...
2026/1/11 16:03,アルバイト、フリーター,ねね,0時間2分,0,3,3,0,1.224,0.0,0.0,90.44,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324175763,高二の女子です。 飲食のキッチンバイトを初めて1年経つんですけど、周りの方が大学生の男の子しかいなく...
2026/1/11 16:03,恋愛相談,スリポ,0時間2分,0,1,3,0,0.408,0.0,0.0,89.84,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324175762,人生最大のモテ期が85歳だと「おせーよ！」思いますか？
2026/1/11 16:03,ポケットモンスター,b66cd280f,0時間2分,0,2,3,0,0.816,0.0,0.0,90.14,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324175761,ポケモンファイアレッド スイクンについて 今エメラルドやプラチナのバトルフロンティアでスイクンを使い...
2026/1/8 22:22,日本映画,1152829203,2日17時間43分,8,17172,1,7,4.355,0.05,87.1,4.53,あと1日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324085614,映画でっちあげについて質問です。 実話と聞いたのですが、実際に他の生徒に聞いたら分かるものではないの...
2026/1/10 16:56,バレーボール,モッティ,23時間9分,3,5452,3,6,3.924,0.06,65.4,4.37,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324140524,春高バレーの決勝は無料のライブ配信はしないのですか?ほかはやっていたのですが、、、
2026/1/10 11:53,スマホアプリ,ito********,1日4時間12分,7,8948,2026,11,5.287,0.08,66.09,125.33,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324131724,最強トレーナーのアプリついてです。 アプリをダウンロードして、アプリを開きアップデートまでしてしまい...
2026/1/8 19:32,大学受験,あかさたな,2日20時間33分,3,19666,2026,45,4.781,0.02,239.05,54.39,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324079059,この共通テスト成績請求番号の最後の一桁が受験票のどこにも書いてなくて困ってます。 何を入力すればいい...
2026/1/9 12:47,ポケットモンスター,fse********,2日3時間18分,5,47562,2026,209,15.45,0.01,1545.0,83.36,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324100076,至急です。 TikTokの広告に流れてきたんですけど、｢最強トレーナー｣というポケモンのアプリがある...
2026/1/10 17:05,気象、天気,1252721672,23時間0分,3,1223,3,4,0.886,0.25,3.54,1.3,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324140793,今日なんでこんな風強いんですか？ 明らかに4mじゃない気が...
2026/1/10 0:27,政治、社会問題,qsefthuk,1日15時間38分,17,5994,2026,84,2.52,0.28,9.0,89.08,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324121554,なぜ今、衆議院解散をするのですか？
2026/1/11 12:38,ゲーム,bd203d02d,3時間27分,1,375,3,0,1.808,0.27,6.7,3.48,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324169656,超ウルトラプロ野球ってプロスピとコラボすると思うのですが無料配布はいつ来るとおもいますか？後ガチャか...
2026/1/4 20:04,大学受験,ccc971599,6日20時間1分,5,23515,971599,19,2.389,0.02,119.45,9874.09,回答受付が終了しました,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13323941608,共通テストについて質問です。 私立大学の出願で共テ出願サイトのユーザーIDを求められているのですが、...
2026/1/8 20:21,ゲーム,abbd7cfdd,2日19時間44分,1,7170,7,4,1.764,0.01,176.4,1.98,不明,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324080870,【ハートピアスローライフ】滑らかなオークの木と無垢な蛍石はどの場所でどの見た目の岩や木から手に入りま...
2026/1/11 16:06,家族関係の悩み,hmi********,23時間59分,0,3,3,0,0.0,0.0,0.0,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324175842,家系図って普通、父と母を結んでその中間から垂直に線が引かれ、子となると思うんですが、たまに母のみから...
2026/1/11 16:06,クレジットカード,くろ,23時間59分,0,2,3,0,0.0,0.0,0.0,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324175840,jcbで半年程で50万キャッシングしました。 2月に一括返済する予定なのですが利息額とかってどれくら...
2026/1/11 16:06,アニメ,1150989441,23時間59分,0,4,3,0,0.0,0.0,0.0,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324175839,このアニメキャラは誰ですか？
2026/1/11 16:06,シニアライフ、シルバーライフ,スリポ,23時間59分,1,0,3,0,0.0,0.0,0.0,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324175838,雨で靴下がびしょ濡れになって、帰宅後すぐお風呂に入ったあと、またその靴下を履くのが苦手なタイプですか...
2026/1/11 16:06,プロ野球,bkf********,23時間59分,0,1,3,0,0.0,0.0,0.0,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324175837,星野仙一さんのような人が上司だったら嫌ですか？
2026/1/11 16:06,アルバイト、フリーター,1151185392,23時間59分,0,2,3,0,0.0,0.0,0.0,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324175835,すき家でバイトをしているものです。先日クレームが入り接客態度が悪いなどと言うもので、対策書と反省文を...
2026/1/11 16:06,自動車,ひろ,23時間59分,0,2,3,0,0.0,0.0,0.0,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324175836,ハイエースを新車で購入する場合、 乗り心地を少しでも良くするように、 トヨタ純正オプションの中にある...
2026/1/11 16:06,大学受験,mutnUwmaju,23時間59分,2,4,3,0,0.0,50.0,0.0,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324175834,東海大学って渋谷キャンパスあるんですか？ないですか？ホームページ見るとなくてGoogleマップにはあ...
2026/1/11 16:06,大学受験,c7a8f5275,23時間59分,0,2,3,0,0.0,0.0,0.0,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324175833,東京電気大学2部を指定校推薦で受けるのと、千葉工業大学を公募推薦で受けるのどちらが良いと思いますか？...
2026/1/11 16:06,自動車,lD非公開,23時間59分,1,2,3,0,0.0,50.0,0.0,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324175832,車は何年経つと古いですか？
2026/1/11 16:06,貯金,ton********,23時間59分,0,1,3,0,0.0,0.0,0.0,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324175831,貯金の振り分け、どう思いますか？ 私と旦那それぞれ積立年金 月1万5千円ずつ（ニッセイ） 児童手当 ...
2026/1/11 16:06,バンド,りほ,23時間59分,0,1,3,0,0.0,0.0,0.0,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324175830,至急です！ Mrs.GREEN APPLEの展覧会 Wonder Museum に行った方に質問です...
2026/1/11 16:06,料理、食材,par********,23時間59分,2,7,3,0,0.0,28.57,0.0,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324175829,お腹空いてから料理作りますか？ 休日、出来立てを食べたいけど、やる気がある時にはお腹が空いていない。...
2026/1/11 16:06,ポケットモンスター,atp****,23時間59分,0,2,3,0,0.0,0.0,0.0,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324175828,ポケポケでブラックキュレムとホワイトキュレムが実装されるのはいつ頃だと思いますか？
2026/1/11 16:06,スマホアプリ,殻,23時間59分,1,2,3,0,0.0,50.0,0.0,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324175827,モンストの守護獣について 欠片が500個貯まったのですが次は誰を強化するのがいいですか?
2026/1/11 16:06,高校,cc0b2478d,23時間59分,0,1,3,0,0.0,0.0,0.0,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324175826,豊橋中央高等学校は校則厳しいですか？
2026/1/11 16:06,メンズ全般,エスプレッソ暴走・狂乱の深層,23時間59分,1,4,3,0,0.0,25.0,0.0,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324175825,メンズファッションについてです。 ぶっちゃけ、ニットベストって時代遅れですか？
2026/1/11 16:06,iPhone,b803e71fe,23時間59分,0,4,3,0,0.0,0.0,0.0,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324175824,こんなメッセージが来たのですが、これは何のメッセージですか？あと、電話番号が危険に晒されているのです...
2026/1/11 16:05,決済、ポイントサービス,1150821964,0時間0分,0,1,3,0,2.221,0.0,0.0,222.91,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324175823,Pontaポイントについて 先日TikTokLiteにて8000円ほどPontaポイントに交換しまし...
2026/1/11 16:05,男性アイドル,けんけんぱ,0時間0分,0,2,3,0,4.441,0.0,0.0,223.65,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324175822,旧ジャニーズのライブのチケットをリセールで狙っているのですがまだ未成年でクレジットカードの登録が親の...
2026/1/11 16:05,アニメ,1150989441,0時間0分,0,1,3,0,2.221,0.0,0.0,222.91,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324175821,このアニメキャラは誰ですか？
2026/1/11 16:05,高校受験,1052824525,0時間0分,0,0,3,0,0.0,0.0,0.0,222.17,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324175820,東洋大牛久高校を併願推薦で受けようとするのですが、３教科合計で150くらいです。何点くらいで合格にな...
2026/1/11 16:05,恋愛相談、人間関係の悩み,あ,0時間0分,0,7,3,0,15.544,0.0,0.0,227.35,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324175819,大至急質問です。高三男です 2週間ほど前に知り合った女の子のことが好きになりました 昨日初めて会い、...
2026/1/11 16:05,日本史,wja********,0時間0分,1,5,3,0,11.103,20.0,0.56,262.9,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324175817,「豊臣兄弟」など大河ドラマよりも、近年の映画や時代劇専門チャンネルの時代劇の方が重厚さがあるのは、作...
2026/1/11 16:05,家族関係の悩み,匿名,0時間0分,2,2,3,0,4.441,100.0,0.04,297.71,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324175818,家族についての相談です 今受験期で塾の入試前ゼミに行きたいと親に相談したら 「やる気じゃない？」「家...
2026/1/11 16:05,大学受験,1150759029,0時間0分,0,4,3,0,8.882,0.0,0.0,225.13,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324175816,2026河合塾桃パックと駿台青パックについて 桃パック R97 L85 国語148 日本史82 理科...
2026/1/11 16:05,鉄道、列車、駅,1149833843,0時間0分,0,5,3,0,11.103,0.0,0.0,225.87,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324175815,レゼ篇のこの駅のホームはどこの駅のホームがモデル？だと思いますか？新幹線に乗るので、東京駅かな？と思...
2026/1/11 16:05,法律相談,ae94b0208,0時間0分,3,10,3,0,22.206,30.0,0.74,340.66,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324175814,これは詐欺でしょうか。
2026/1/11 16:05,Yahoo!オークション,bbc672d05,0時間0分,1,3,3,0,6.662,33.33,0.2,261.42,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324175813,ヤフオクで購入、入札後の流れを教えてください
2026/1/11 16:05,うつ病,nzn********,0時間0分,0,3,3,0,6.662,0.0,0.0,224.39,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324175811,うつ状態でUber eatsの置き配を玄関まで取りに行けるなら働けると思いますか？
2026/1/11 16:05,政治、社会問題,b4d157b87,0時間0分,0,5,3,0,11.103,0.0,0.0,225.87,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324175812,日本は30年以上、物価だけ上がって 給与は上がらないのはなぜですか？ また、その事をZ世代の人たちは...
2026/1/11 16:05,学校の悩み,bkf********,0時間0分,0,5,3,0,11.103,0.0,0.0,225.87,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324175810,学校はいじめの温床になるからいっそ極端ですが、学校廃止もしくは学校は行きたい子供だけ行くとか同じよう...
2026/1/11 16:05,バレーボール,dyw********,0時間0分,2,2,3,0,4.441,100.0,0.04,297.71,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324175809,アウトサイドヒッターと、オポジットは展開によっては重なる部分もあるのですか。
2026/1/11 16:05,家族関係の悩み,c59a6dfff,0時間0分,2,4,3,0,8.882,50.0,0.18,299.19,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324175808,中学受験を控えている娘がいます。 年始は実家へ帰らず、1/1必着で御年賀を郵送しました。礼儀や義理に...
2026/1/11 16:05,携帯電話キャリア,ixw********,0時間0分,0,1,3,0,2.221,0.0,0.0,222.91,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324175807,ahamoの乗り換えプランについて質問です 乗り換えプランを利用したら、他社で契約していた古い携帯は...
2026/1/11 16:05,電子マネー、電子決済,b24702d56,0時間0分,0,3,3,0,6.662,0.0,0.0,224.39,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324175806,PayPayで相手に送金した場合PayPay本社に連絡して返金してもらう方法はありますか？
2026/1/11 16:05,高校,1252857911,0時間0分,0,6,3,0,13.324,0.0,0.0,226.61,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324175805,高校生です。 ボランティアを高校1年生の頃から継続しているのですが、その場合は活動証明書は行った分書...
2026/1/11 16:05,スマートデバイス、ガラケー,akh********,0時間0分,0,1,3,0,2.221,0.0,0.0,222.91,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324175804,秋葉原にあるGEO系のワールドモバイル 最近お店の名前が変わったようですが木箱ジャンクの発売はやめた...
2026/1/11 16:07,テーマパーク,twm,23時間58分,0,2,3,0,0.0,0.0,0.0,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324175866,高校生です 3月〜4月上旬の間らへんでUSJに行こうと思っています。 いつ頃が空いてるかアドバイスく...
