質問日時,カテゴリ,投稿者名,経過時間,回答数,閲覧数,共感数,回答リアクション総数,注目度,回答競争率,注目/競争比,ランキングポテンシャル,受付終了まで,URL,本文冒頭
2026/1/12 19:53,イベント、フェス,1150892874,5時間3分,1,3,0,0,0.01,33.33,0.0,0.17,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324220646,ゆるキャン10周年記念展の大阪会場に行く予定の者です。 東京会場に行った方に質問したいのですが、日時指定券を購入していてもかなり並びますかね？
2026/1/12 19:53,香水,1152085272,5時間3分,0,0,0,0,0.0,0.0,0.0,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324220645,アシュレイバーウッドのランプディフューザーで、ホワイトクリスマスはもう売ってないんでしょうか...泣
2026/1/12 19:53,観光地、行楽地,5580443698,5時間3分,1,8,0,0,0.026,12.5,0.0,0.19,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324220644,ザプリンス箱根芦ノ湖のレンタサイクルをつかいたいのですが、最新の料金表などお持ちの方はいらっしゃいますか？
2026/1/12 19:53,福祉、介護,ae87f050c,5時間3分,0,6,0,0,0.02,0.0,0.0,0.02,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324220642,札幌市清田区で佐藤広大が代表の就労継続支援bサ責は誰ですか？佐藤広大がサ責ですか？どこ調べてもわからないので知ってる方は名前教えて下さい。
2026/1/12 19:53,メンズ全般,Tora,5時間3分,1,15,0,0,0.049,6.67,0.01,0.21,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324220643,ジーパン買ったら、裾上代280円は高いですか？安いですか？
2026/1/12 19:53,消費者問題,bb0458788,5時間3分,2,10,0,1,0.033,20.0,0.0,0.46,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324220641,TikTokで流れてきた9090のセットアップのやつを購入してしまって、それが詐欺と気づいたんですけど、代金引換になってるし住所とかは入力してしまったんですけど、どーするべきですか。助けてください。
2026/1/12 19:53,恋愛相談、人間関係の悩み,虹,5時間3分,0,0,0,0,0.0,0.0,0.0,0.0,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q14324220639,会話の中で虹(私)ちゃんて他の男性が言ったら好きな人がニヤけました なぜですか？
2026/1/12 19:53,生命保険,独身貴族,5時間3分,1,25,0,0,0.082,4.0,0.02,0.25,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q10324220640,第一生命堂々人生 更新の手続きの書類が届きました。 5年ごと利差配当付き更新型終身移行保険ですが、現在のご契約内容の中に生存給付金ってヤツがあるみたいなんですが、これって更新したら給付金として戻って来...
2026/1/12 19:53,大学受験,1251828086,5時間3分,0,23,0,0,0.076,0.0,0.0,0.08,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q13324220638,神奈川大学志望なのですが試験1カ月前切ってるのに過去問の英語長文の単語や、最後の単語問題がわからないのが多いです。単語はそこそこやってきたつもりなのにやばいと焦ってしまいます。 単純に努力が足りないの...
2026/1/12 19:53,おみやげ、ご当地名物,1252527512,5時間3分,1,15,0,1,0.049,6.67,0.01,0.31,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q11324220636,海外のお土産について教えていただきたいです。 大阪から韓国へ旅行に行く予定です。 利用するのは関西空港と仁川空港です。 事情があり、シンガポールのお土産をどうしても手に入れなければなりません、、 どこ...
2026/1/12 19:53,病気、症状,匿名,5時間3分,2,12,0,3,0.04,16.67,0.0,0.66,あと3日,https://detail.chiebukuro.yahoo.co.jp/qa/question_detail/q12324220637,30歳女です。 右下の奥歯らへんから顎にかけて、あご、右こめかみ、右耳が痛くて少し熱を持ってます。 これは顎関節症ですか？ 最初に症状が出たのは3日前で、ご飯を噛んだ瞬間に激しい痛み ジーンというか、...
